Rec_SIC,Ref_SIC,Parent_hmSIC
1.58391778295917,1.46771207855944,1.21547341367326
1.6015087190501,1.45208406619341,1.22928783560958
1.47005994128117,1.50647800370037,1.21351845724785
1.49564052832869,1.49401414060814,1.17377254773297
