"Family","Donor","CS","OD","OD_median","relab","relab_median","BaseMedia"
"Porphyromonadaceae",6,"Sucrose",0.455,0.5285,0.0136510935,0.0042756865,"BHI_10"
"Porphyromonadaceae",7,"Sucrose",0.6125,0.5285,0.003412297,0.0042756865,"BHI_10"
"Porphyromonadaceae",8,"Sucrose",0.661,0.5285,0.0016684995,0.0042756865,"BHI_10"
"Porphyromonadaceae",2,"ddH2O",0.207,0.207,0.0201367355,0.021348484,"BHI_10"
"Porphyromonadaceae",3,"ddH2O",0.1965,0.207,0.026715584,0.021348484,"BHI_10"
"Porphyromonadaceae",4,"ddH2O",0.2175,0.207,0.021348484,0.021348484,"BHI_10"
"Porphyromonadaceae",5,"ddH2O",0.205,0.207,0.0400857825,0.021348484,"BHI_10"
"Porphyromonadaceae",6,"ddH2O",0.2155,0.207,0.01460483,0.021348484,"BHI_10"
"Porphyromonadaceae",7,"ddH2O",0.188,0.207,0.052462318,0.021348484,"BHI_10"
"Porphyromonadaceae",8,"ddH2O",0.2135,0.207,0.008294265,0.021348484,"BHI_10"
"Prevotellaceae",2,"Acetate",0.225,0.1965,NA,0.00482241925,"BHI_10"
"Prevotellaceae",3,"Acetate",0.159,0.1965,NA,0.00482241925,"BHI_10"
"Prevotellaceae",4,"Acetate",0.1965,0.1965,NA,0.00482241925,"BHI_10"
"Prevotellaceae",5,"Acetate",0.178,0.1965,0.006619561,0.00482241925,"BHI_10"
"Prevotellaceae",6,"Acetate",0.1725,0.1965,NA,0.00482241925,"BHI_10"
"Prevotellaceae",7,"Acetate",0.2025,0.1965,0.0030252775,0.00482241925,"BHI_10"
"Prevotellaceae",8,"Acetate",0.2035,0.1965,NA,0.00482241925,"BHI_10"
"Prevotellaceae",2,"Arabinose",0.459,0.474,0.000541332,0.0004411515,"BHI_10"
"Prevotellaceae",3,"Arabinose",0.4385,0.474,NA,0.0004411515,"BHI_10"
"Prevotellaceae",4,"Arabinose",0.474,0.474,NA,0.0004411515,"BHI_10"
"Prevotellaceae",5,"Arabinose",0.493,0.474,0.000340971,0.0004411515,"BHI_10"
"Prevotellaceae",6,"Arabinose",0.5285,0.474,NA,0.0004411515,"BHI_10"
"Prevotellaceae",7,"Arabinose",0.4635,0.474,NA,0.0004411515,"BHI_10"
"Prevotellaceae",8,"Arabinose",0.5355,0.474,NA,0.0004411515,"BHI_10"
"Prevotellaceae",2,"Citrate",0.2775,0.275,NA,NA,"BHI_10"
"Prevotellaceae",3,"Citrate",0.2455,0.275,NA,NA,"BHI_10"
"Prevotellaceae",4,"Citrate",0.2705,0.275,NA,NA,"BHI_10"
"Prevotellaceae",5,"Citrate",0.29,0.275,NA,NA,"BHI_10"
"Prevotellaceae",6,"Citrate",0.265,0.275,NA,NA,"BHI_10"
"Prevotellaceae",7,"Citrate",0.275,0.275,NA,NA,"BHI_10"
"Prevotellaceae",8,"Citrate",0.331,0.275,NA,NA,"BHI_10"
"Prevotellaceae",2,"Fructose",0.419,0.472,0.0055114985,0.000529667,"BHI_10"
"Prevotellaceae",3,"Fructose",0.457,0.472,NA,0.000529667,"BHI_10"
"Prevotellaceae",4,"Fructose",0.5045,0.472,NA,0.000529667,"BHI_10"
"Prevotellaceae",5,"Fructose",0.472,0.472,0.000337176,0.000529667,"BHI_10"
"Prevotellaceae",6,"Fructose",0.474,0.472,0.000141408,0.000529667,"BHI_10"
"Prevotellaceae",7,"Fructose",0.4715,0.472,0.000722158,0.000529667,"BHI_10"
"Prevotellaceae",8,"Fructose",0.5845,0.472,NA,0.000529667,"BHI_10"
"Prevotellaceae",2,"Fucose",0.2855,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",3,"Fucose",0.3585,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",4,"Fucose",0.42,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",5,"Fucose",0.4015,0.3895,0.000299578,0.000299578,"BHI_10"
"Prevotellaceae",6,"Fucose",0.386,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",7,"Fucose",0.3895,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",8,"Fucose",0.4085,0.3895,NA,0.000299578,"BHI_10"
"Prevotellaceae",2,"Fumarate",0.2885,0.293,NA,NA,"BHI_10"
"Prevotellaceae",3,"Fumarate",0.2655,0.293,NA,NA,"BHI_10"
"Prevotellaceae",4,"Fumarate",0.329,0.293,NA,NA,"BHI_10"
"Prevotellaceae",5,"Fumarate",0.293,0.293,NA,NA,"BHI_10"
"Prevotellaceae",6,"Fumarate",0.2685,0.293,NA,NA,"BHI_10"
"Prevotellaceae",7,"Fumarate",0.293,0.293,NA,NA,"BHI_10"
"Prevotellaceae",8,"Fumarate",0.3175,0.293,NA,NA,"BHI_10"
"Prevotellaceae",2,"Galacticol",0.27,0.363,0.000793297,0.000793297,"BHI_10"
"Prevotellaceae",3,"Galacticol",0.334,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",4,"Galacticol",0.44,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",5,"Galacticol",0.458,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",6,"Galacticol",0.2565,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",7,"Galacticol",0.42,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",8,"Galacticol",0.363,0.363,NA,0.000793297,"BHI_10"
"Prevotellaceae",2,"Galactose",0.4275,0.459,0.000823479,0.000823479,"BHI_10"
"Prevotellaceae",3,"Galactose",0.4575,0.459,NA,0.000823479,"BHI_10"
"Prevotellaceae",4,"Galactose",0.4945,0.459,NA,0.000823479,"BHI_10"
"Prevotellaceae",5,"Galactose",0.5305,0.459,0.001530959,0.000823479,"BHI_10"
"Prevotellaceae",6,"Galactose",0.459,0.459,NA,0.000823479,"BHI_10"
"Prevotellaceae",7,"Galactose",0.433,0.459,0.0001427965,0.000823479,"BHI_10"
"Prevotellaceae",8,"Galactose",0.531,0.459,NA,0.000823479,"BHI_10"
"Prevotellaceae",2,"Glucose",0.424,0.491,0.001135718,0.001099414,"BHI_10"
"Prevotellaceae",3,"Glucose",0.4665,0.491,NA,0.001099414,"BHI_10"
"Prevotellaceae",4,"Glucose",0.503,0.491,NA,0.001099414,"BHI_10"
"Prevotellaceae",5,"Glucose",0.5105,0.491,NA,0.001099414,"BHI_10"
"Prevotellaceae",6,"Glucose",0.491,0.491,NA,0.001099414,"BHI_10"
"Prevotellaceae",7,"Glucose",0.381,0.491,0.00106311,0.001099414,"BHI_10"
"Prevotellaceae",8,"Glucose",0.5805,0.491,NA,0.001099414,"BHI_10"
"Prevotellaceae",2,"Glycerol",0.2845,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",3,"Glycerol",0.3405,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",4,"Glycerol",0.3185,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",5,"Glycerol",0.333,0.30725,0.000953848,0.000953848,"BHI_10"
"Prevotellaceae",6,"Glycerol",0.2635,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",7,"Glycerol",0.296,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",8,"Glycerol",NA,0.30725,NA,0.000953848,"BHI_10"
"Prevotellaceae",2,"Lactose",0.471,0.4885,0.0025905415,0.00196050475,"BHI_10"
"Prevotellaceae",3,"Lactose",0.479,0.4885,NA,0.00196050475,"BHI_10"
"Prevotellaceae",4,"Lactose",0.4885,0.4885,NA,0.00196050475,"BHI_10"
"Prevotellaceae",5,"Lactose",0.489,0.4885,NA,0.00196050475,"BHI_10"
"Prevotellaceae",6,"Lactose",0.527,0.4885,NA,0.00196050475,"BHI_10"
"Prevotellaceae",7,"Lactose",0.456,0.4885,0.001330468,0.00196050475,"BHI_10"
"Prevotellaceae",8,"Lactose",0.544,0.4885,NA,0.00196050475,"BHI_10"
"Prevotellaceae",2,"Maltose",0.46,0.497,0.0017946475,0.00230553175,"BHI_10"
"Prevotellaceae",3,"Maltose",0.497,0.497,NA,0.00230553175,"BHI_10"
"Prevotellaceae",4,"Maltose",0.504,0.497,NA,0.00230553175,"BHI_10"
"Prevotellaceae",5,"Maltose",0.4965,0.497,0.002816416,0.00230553175,"BHI_10"
"Prevotellaceae",6,"Maltose",0.521,0.497,NA,0.00230553175,"BHI_10"
"Prevotellaceae",7,"Maltose",0.4605,0.497,NA,0.00230553175,"BHI_10"
"Prevotellaceae",8,"Maltose",0.5665,0.497,NA,0.00230553175,"BHI_10"
"Prevotellaceae",2,"Mannitol",0.521,0.5095,0.002488493,0.001614233,"BHI_10"
"Prevotellaceae",3,"Mannitol",0.4475,0.5095,NA,0.001614233,"BHI_10"
"Prevotellaceae",4,"Mannitol",0.4975,0.5095,NA,0.001614233,"BHI_10"
"Prevotellaceae",5,"Mannitol",0.5205,0.5095,0.000739973,0.001614233,"BHI_10"
"Prevotellaceae",6,"Mannitol",0.4965,0.5095,NA,0.001614233,"BHI_10"
"Prevotellaceae",7,"Mannitol",0.5095,0.5095,NA,0.001614233,"BHI_10"
"Prevotellaceae",8,"Mannitol",0.5235,0.5095,NA,0.001614233,"BHI_10"
"Prevotellaceae",2,"Mannose",0.4565,0.5305,0.0006862535,0.000798143,"BHI_10"
"Prevotellaceae",3,"Mannose",0.4925,0.5305,NA,0.000798143,"BHI_10"
"Prevotellaceae",4,"Mannose",0.5305,0.5305,NA,0.000798143,"BHI_10"
"Prevotellaceae",5,"Mannose",0.5535,0.5305,0.000798143,0.000798143,"BHI_10"
"Prevotellaceae",6,"Mannose",0.5705,0.5305,NA,0.000798143,"BHI_10"
"Prevotellaceae",7,"Mannose",0.5275,0.5305,0.002911697,0.000798143,"BHI_10"
"Prevotellaceae",8,"Mannose",0.5635,0.5305,NA,0.000798143,"BHI_10"
"Prevotellaceae",2,"Melibiose",0.561,0.561,0.0047850175,0.00327927925,"BHI_10"
"Prevotellaceae",3,"Melibiose",0.603,0.561,NA,0.00327927925,"BHI_10"
"Prevotellaceae",4,"Melibiose",0.47,0.561,NA,0.00327927925,"BHI_10"
"Prevotellaceae",5,"Melibiose",0.521,0.561,0.001773541,0.00327927925,"BHI_10"
"Prevotellaceae",6,"Melibiose",0.4965,0.561,NA,0.00327927925,"BHI_10"
"Prevotellaceae",7,"Melibiose",0.683,0.561,NA,0.00327927925,"BHI_10"
"Prevotellaceae",8,"Melibiose",0.5795,0.561,NA,0.00327927925,"BHI_10"
"Prevotellaceae",2,"Oxaloacetate",0.279,0.278,0.0038799185,0.00248107025,"BHI_10"
"Prevotellaceae",3,"Oxaloacetate",0.278,0.278,NA,0.00248107025,"BHI_10"
"Prevotellaceae",4,"Oxaloacetate",0.247,0.278,NA,0.00248107025,"BHI_10"
"Prevotellaceae",5,"Oxaloacetate",0.269,0.278,0.001082222,0.00248107025,"BHI_10"
"Prevotellaceae",6,"Oxaloacetate",0.271,0.278,NA,0.00248107025,"BHI_10"
"Prevotellaceae",7,"Oxaloacetate",0.286,0.278,NA,0.00248107025,"BHI_10"
"Prevotellaceae",8,"Oxaloacetate",0.314,0.278,NA,0.00248107025,"BHI_10"
"Prevotellaceae",2,"Pyruvate",0.3315,0.309,NA,NA,"BHI_10"
"Prevotellaceae",3,"Pyruvate",0.279,0.309,NA,NA,"BHI_10"
"Prevotellaceae",4,"Pyruvate",0.309,0.309,NA,NA,"BHI_10"
"Prevotellaceae",5,"Pyruvate",0.3125,0.309,NA,NA,"BHI_10"
"Prevotellaceae",6,"Pyruvate",0.2795,0.309,NA,NA,"BHI_10"
"Prevotellaceae",7,"Pyruvate",0.2895,0.309,NA,NA,"BHI_10"
"Prevotellaceae",8,"Pyruvate",0.3765,0.309,NA,NA,"BHI_10"
"Prevotellaceae",2,"Rhamnose",0.3735,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",3,"Rhamnose",0.355,0.355,9.29e-05,9.29e-05,"BHI_10"
"Prevotellaceae",4,"Rhamnose",0.3535,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",5,"Rhamnose",0.3665,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",6,"Rhamnose",0.297,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",7,"Rhamnose",0.3405,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",8,"Rhamnose",0.379,0.355,NA,9.29e-05,"BHI_10"
"Prevotellaceae",2,"Ribose",0.3435,0.3985,0.0010399745,0.000789743,"BHI_10"
"Prevotellaceae",3,"Ribose",0.3725,0.3985,NA,0.000789743,"BHI_10"
"Prevotellaceae",4,"Ribose",0.3415,0.3985,NA,0.000789743,"BHI_10"
"Prevotellaceae",5,"Ribose",0.554,0.3985,0.0006509275,0.000789743,"BHI_10"
"Prevotellaceae",6,"Ribose",0.4195,0.3985,NA,0.000789743,"BHI_10"
"Prevotellaceae",7,"Ribose",0.3985,0.3985,0.000789743,0.000789743,"BHI_10"
"Prevotellaceae",8,"Ribose",0.425,0.3985,NA,0.000789743,"BHI_10"
"Prevotellaceae",2,"Sorbitol",0.484,0.4705,0.0029181195,0.001707092,"BHI_10"
"Prevotellaceae",3,"Sorbitol",0.4135,0.4705,NA,0.001707092,"BHI_10"
"Prevotellaceae",4,"Sorbitol",0.48,0.4705,NA,0.001707092,"BHI_10"
"Prevotellaceae",5,"Sorbitol",0.4695,0.4705,0.001707092,0.001707092,"BHI_10"
"Prevotellaceae",6,"Sorbitol",0.438,0.4705,NA,0.001707092,"BHI_10"
"Prevotellaceae",7,"Sorbitol",0.4705,0.4705,0.000370559,0.001707092,"BHI_10"
"Prevotellaceae",8,"Sorbitol",0.495,0.4705,NA,0.001707092,"BHI_10"
"Prevotellaceae",2,"Succinate",0.227,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",3,"Succinate",0.1885,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",4,"Succinate",0.2235,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",5,"Succinate",0.21,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",6,"Succinate",0.189,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",7,"Succinate",0.2215,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",8,"Succinate",0.231,0.2215,NA,NA,"BHI_10"
"Prevotellaceae",2,"Sucrose",0.496,0.5285,0.0005352545,0.00040483375,"BHI_10"
"Prevotellaceae",3,"Sucrose",0.5115,0.5285,NA,0.00040483375,"BHI_10"
"Prevotellaceae",4,"Sucrose",0.5975,0.5285,NA,0.00040483375,"BHI_10"
"Prevotellaceae",5,"Sucrose",0.5285,0.5285,NA,0.00040483375,"BHI_10"
"Prevotellaceae",6,"Sucrose",0.455,0.5285,0.000274413,0.00040483375,"BHI_10"
"Prevotellaceae",7,"Sucrose",0.6125,0.5285,NA,0.00040483375,"BHI_10"
"Prevotellaceae",8,"Sucrose",0.661,0.5285,NA,0.00040483375,"BHI_10"
"Prevotellaceae",2,"ddH2O",0.207,0.207,NA,0.000283407,"BHI_10"
"Prevotellaceae",3,"ddH2O",0.1965,0.207,0.000283407,0.000283407,"BHI_10"
"Prevotellaceae",4,"ddH2O",0.2175,0.207,NA,0.000283407,"BHI_10"
"Prevotellaceae",5,"ddH2O",0.205,0.207,NA,0.000283407,"BHI_10"
"Prevotellaceae",6,"ddH2O",0.2155,0.207,NA,0.000283407,"BHI_10"
"Prevotellaceae",7,"ddH2O",0.188,0.207,NA,0.000283407,"BHI_10"
"Prevotellaceae",8,"ddH2O",0.2135,0.207,NA,0.000283407,"BHI_10"
"Rikenellaceae",2,"Acetate",0.225,0.1965,0.000116713,0.00028565925,"BHI_10"
"Rikenellaceae",3,"Acetate",0.159,0.1965,NA,0.00028565925,"BHI_10"
"Rikenellaceae",4,"Acetate",0.1965,0.1965,NA,0.00028565925,"BHI_10"
"Rikenellaceae",5,"Acetate",0.178,0.1965,NA,0.00028565925,"BHI_10"
"Rikenellaceae",6,"Acetate",0.1725,0.1965,NA,0.00028565925,"BHI_10"
"Rikenellaceae",7,"Acetate",0.2025,0.1965,NA,0.00028565925,"BHI_10"
"Rikenellaceae",8,"Acetate",0.2035,0.1965,0.0004546055,0.00028565925,"BHI_10"
"Rikenellaceae",2,"Arabinose",0.459,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",3,"Arabinose",0.4385,0.474,0.00015971,0.00015971,"BHI_10"
"Rikenellaceae",4,"Arabinose",0.474,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",5,"Arabinose",0.493,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",6,"Arabinose",0.5285,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",7,"Arabinose",0.4635,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",8,"Arabinose",0.5355,0.474,NA,0.00015971,"BHI_10"
"Rikenellaceae",2,"Citrate",0.2775,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",3,"Citrate",0.2455,0.275,0.000688908,0.000688908,"BHI_10"
"Rikenellaceae",4,"Citrate",0.2705,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",5,"Citrate",0.29,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",6,"Citrate",0.265,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",7,"Citrate",0.275,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",8,"Citrate",0.331,0.275,NA,0.000688908,"BHI_10"
"Rikenellaceae",2,"Fructose",0.419,0.472,NA,0.000217553,"BHI_10"
"Rikenellaceae",3,"Fructose",0.457,0.472,0.000369106,0.000217553,"BHI_10"
"Rikenellaceae",4,"Fructose",0.5045,0.472,NA,0.000217553,"BHI_10"
"Rikenellaceae",5,"Fructose",0.472,0.472,NA,0.000217553,"BHI_10"
"Rikenellaceae",6,"Fructose",0.474,0.472,6.6e-05,0.000217553,"BHI_10"
"Rikenellaceae",7,"Fructose",0.4715,0.472,NA,0.000217553,"BHI_10"
"Rikenellaceae",8,"Fructose",0.5845,0.472,NA,0.000217553,"BHI_10"
"Rikenellaceae",2,"Fucose",0.2855,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",3,"Fucose",0.3585,0.3895,0.0002223935,0.0002223935,"BHI_10"
"Rikenellaceae",4,"Fucose",0.42,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",5,"Fucose",0.4015,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",6,"Fucose",0.386,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",7,"Fucose",0.3895,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",8,"Fucose",0.4085,0.3895,NA,0.0002223935,"BHI_10"
"Rikenellaceae",2,"Fumarate",0.2885,0.293,NA,0.00016482575,"BHI_10"
"Rikenellaceae",3,"Fumarate",0.2655,0.293,0.000141396,0.00016482575,"BHI_10"
"Rikenellaceae",4,"Fumarate",0.329,0.293,0.000643087,0.00016482575,"BHI_10"
"Rikenellaceae",5,"Fumarate",0.293,0.293,NA,0.00016482575,"BHI_10"
"Rikenellaceae",6,"Fumarate",0.2685,0.293,0.000151118,0.00016482575,"BHI_10"
"Rikenellaceae",7,"Fumarate",0.293,0.293,NA,0.00016482575,"BHI_10"
"Rikenellaceae",8,"Fumarate",0.3175,0.293,0.0001785335,0.00016482575,"BHI_10"
"Rikenellaceae",2,"Galacticol",0.27,0.363,0.000293148,0.0011139705,"BHI_10"
"Rikenellaceae",3,"Galacticol",0.334,0.363,NA,0.0011139705,"BHI_10"
"Rikenellaceae",4,"Galacticol",0.44,0.363,NA,0.0011139705,"BHI_10"
"Rikenellaceae",5,"Galacticol",0.458,0.363,NA,0.0011139705,"BHI_10"
"Rikenellaceae",6,"Galacticol",0.2565,0.363,NA,0.0011139705,"BHI_10"
"Rikenellaceae",7,"Galacticol",0.42,0.363,NA,0.0011139705,"BHI_10"
"Rikenellaceae",8,"Galacticol",0.363,0.363,0.001934793,0.0011139705,"BHI_10"
"Rikenellaceae",2,"Galactose",0.4275,0.459,NA,0.0002177415,"BHI_10"
"Rikenellaceae",3,"Galactose",0.4575,0.459,0.000256492,0.0002177415,"BHI_10"
"Rikenellaceae",4,"Galactose",0.4945,0.459,NA,0.0002177415,"BHI_10"
"Rikenellaceae",5,"Galactose",0.5305,0.459,NA,0.0002177415,"BHI_10"
"Rikenellaceae",6,"Galactose",0.459,0.459,NA,0.0002177415,"BHI_10"
"Rikenellaceae",7,"Galactose",0.433,0.459,NA,0.0002177415,"BHI_10"
"Rikenellaceae",8,"Galactose",0.531,0.459,0.000178991,0.0002177415,"BHI_10"
"Rikenellaceae",2,"Glucose",0.424,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",3,"Glucose",0.4665,0.491,0.000500572,0.000500572,"BHI_10"
"Rikenellaceae",4,"Glucose",0.503,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",5,"Glucose",0.5105,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",6,"Glucose",0.491,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",7,"Glucose",0.381,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",8,"Glucose",0.5805,0.491,NA,0.000500572,"BHI_10"
"Rikenellaceae",2,"Glycerol",0.2845,0.30725,0.0003754205,0.0009834355,"BHI_10"
"Rikenellaceae",3,"Glycerol",0.3405,0.30725,0.0015914505,0.0009834355,"BHI_10"
"Rikenellaceae",4,"Glycerol",0.3185,0.30725,NA,0.0009834355,"BHI_10"
"Rikenellaceae",5,"Glycerol",0.333,0.30725,NA,0.0009834355,"BHI_10"
"Rikenellaceae",6,"Glycerol",0.2635,0.30725,NA,0.0009834355,"BHI_10"
"Rikenellaceae",7,"Glycerol",0.296,0.30725,NA,0.0009834355,"BHI_10"
"Rikenellaceae",8,"Glycerol",NA,0.30725,NA,0.0009834355,"BHI_10"
"Rikenellaceae",2,"Lactose",0.471,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",3,"Lactose",0.479,0.4885,0.000155063,0.000155063,"BHI_10"
"Rikenellaceae",4,"Lactose",0.4885,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",5,"Lactose",0.489,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",6,"Lactose",0.527,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",7,"Lactose",0.456,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",8,"Lactose",0.544,0.4885,NA,0.000155063,"BHI_10"
"Rikenellaceae",2,"Maltose",0.46,0.497,NA,0.00029454075,"BHI_10"
"Rikenellaceae",3,"Maltose",0.497,0.497,0.0002442145,0.00029454075,"BHI_10"
"Rikenellaceae",4,"Maltose",0.504,0.497,NA,0.00029454075,"BHI_10"
"Rikenellaceae",5,"Maltose",0.4965,0.497,0.000344867,0.00029454075,"BHI_10"
"Rikenellaceae",6,"Maltose",0.521,0.497,NA,0.00029454075,"BHI_10"
"Rikenellaceae",7,"Maltose",0.4605,0.497,NA,0.00029454075,"BHI_10"
"Rikenellaceae",8,"Maltose",0.5665,0.497,NA,0.00029454075,"BHI_10"
"Rikenellaceae",2,"Mannitol",0.521,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",3,"Mannitol",0.4475,0.5095,0.0005880855,0.0005880855,"BHI_10"
"Rikenellaceae",4,"Mannitol",0.4975,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",5,"Mannitol",0.5205,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",6,"Mannitol",0.4965,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",7,"Mannitol",0.5095,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",8,"Mannitol",0.5235,0.5095,NA,0.0005880855,"BHI_10"
"Rikenellaceae",2,"Mannose",0.4565,0.5305,NA,0.00032777525,"BHI_10"
"Rikenellaceae",3,"Mannose",0.4925,0.5305,0.0003314365,0.00032777525,"BHI_10"
"Rikenellaceae",4,"Mannose",0.5305,0.5305,NA,0.00032777525,"BHI_10"
"Rikenellaceae",5,"Mannose",0.5535,0.5305,NA,0.00032777525,"BHI_10"
"Rikenellaceae",6,"Mannose",0.5705,0.5305,NA,0.00032777525,"BHI_10"
"Rikenellaceae",7,"Mannose",0.5275,0.5305,NA,0.00032777525,"BHI_10"
"Rikenellaceae",8,"Mannose",0.5635,0.5305,0.000324114,0.00032777525,"BHI_10"
"Rikenellaceae",2,"Melibiose",0.561,0.561,NA,NA,"BHI_10"
"Rikenellaceae",3,"Melibiose",0.603,0.561,NA,NA,"BHI_10"
"Rikenellaceae",4,"Melibiose",0.47,0.561,NA,NA,"BHI_10"
"Rikenellaceae",5,"Melibiose",0.521,0.561,NA,NA,"BHI_10"
"Rikenellaceae",6,"Melibiose",0.4965,0.561,NA,NA,"BHI_10"
"Rikenellaceae",7,"Melibiose",0.683,0.561,NA,NA,"BHI_10"
"Rikenellaceae",8,"Melibiose",0.5795,0.561,NA,NA,"BHI_10"
"Rikenellaceae",2,"Oxaloacetate",0.279,0.278,NA,0.000197061,"BHI_10"
"Rikenellaceae",3,"Oxaloacetate",0.278,0.278,0.000195262,0.000197061,"BHI_10"
"Rikenellaceae",4,"Oxaloacetate",0.247,0.278,NA,0.000197061,"BHI_10"
"Rikenellaceae",5,"Oxaloacetate",0.269,0.278,NA,0.000197061,"BHI_10"
"Rikenellaceae",6,"Oxaloacetate",0.271,0.278,NA,0.000197061,"BHI_10"
"Rikenellaceae",7,"Oxaloacetate",0.286,0.278,0.00019886,0.000197061,"BHI_10"
"Rikenellaceae",8,"Oxaloacetate",0.314,0.278,NA,0.000197061,"BHI_10"
"Rikenellaceae",2,"Pyruvate",0.3315,0.309,NA,0.00030140225,"BHI_10"
"Rikenellaceae",3,"Pyruvate",0.279,0.309,0.0003518795,0.00030140225,"BHI_10"
"Rikenellaceae",4,"Pyruvate",0.309,0.309,NA,0.00030140225,"BHI_10"
"Rikenellaceae",5,"Pyruvate",0.3125,0.309,0.000250925,0.00030140225,"BHI_10"
"Rikenellaceae",6,"Pyruvate",0.2795,0.309,NA,0.00030140225,"BHI_10"
"Rikenellaceae",7,"Pyruvate",0.2895,0.309,NA,0.00030140225,"BHI_10"
"Rikenellaceae",8,"Pyruvate",0.3765,0.309,NA,0.00030140225,"BHI_10"
"Rikenellaceae",2,"Rhamnose",0.3735,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",3,"Rhamnose",0.355,0.355,0.000574416,0.000574416,"BHI_10"
"Rikenellaceae",4,"Rhamnose",0.3535,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",5,"Rhamnose",0.3665,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",6,"Rhamnose",0.297,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",7,"Rhamnose",0.3405,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",8,"Rhamnose",0.379,0.355,NA,0.000574416,"BHI_10"
"Rikenellaceae",2,"Ribose",0.3435,0.3985,NA,0.000333228,"BHI_10"
"Rikenellaceae",3,"Ribose",0.3725,0.3985,0.000660814,0.000333228,"BHI_10"
"Rikenellaceae",4,"Ribose",0.3415,0.3985,NA,0.000333228,"BHI_10"
"Rikenellaceae",5,"Ribose",0.554,0.3985,0.000497822,0.000333228,"BHI_10"
"Rikenellaceae",6,"Ribose",0.4195,0.3985,0.00015075,0.000333228,"BHI_10"
"Rikenellaceae",7,"Ribose",0.3985,0.3985,NA,0.000333228,"BHI_10"
"Rikenellaceae",8,"Ribose",0.425,0.3985,0.000168634,0.000333228,"BHI_10"
"Rikenellaceae",2,"Sorbitol",0.484,0.4705,NA,0.00051120925,"BHI_10"
