"Family","Donor","CS","OD","OD_median","relab","relab_median","BaseMedia"
"Christensenellaceae",6,"Galactose",0.459,0.459,0.000186163,0.000158389,"BHI_10"
"Christensenellaceae",7,"Galactose",0.433,0.459,NA,0.000158389,"BHI_10"
"Christensenellaceae",8,"Galactose",0.531,0.459,0.000130615,0.000158389,"BHI_10"
"Christensenellaceae",2,"Glucose",0.424,0.491,0.002043532,0.000257467,"BHI_10"
"Christensenellaceae",3,"Glucose",0.4665,0.491,NA,0.000257467,"BHI_10"
"Christensenellaceae",4,"Glucose",0.503,0.491,NA,0.000257467,"BHI_10"
"Christensenellaceae",5,"Glucose",0.5105,0.491,NA,0.000257467,"BHI_10"
"Christensenellaceae",6,"Glucose",0.491,0.491,0.000257467,0.000257467,"BHI_10"
"Christensenellaceae",7,"Glucose",0.381,0.491,NA,0.000257467,"BHI_10"
"Christensenellaceae",8,"Glucose",0.5805,0.491,0.000189807,0.000257467,"BHI_10"
"Christensenellaceae",2,"Glycerol",0.2845,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",3,"Glycerol",0.3405,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",4,"Glycerol",0.3185,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",5,"Glycerol",0.333,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",6,"Glycerol",0.2635,0.30725,0.00031272,0.00031272,"BHI_10"
"Christensenellaceae",7,"Glycerol",0.296,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",8,"Glycerol",NA,0.30725,NA,0.00031272,"BHI_10"
"Christensenellaceae",2,"Lactose",0.471,0.4885,0.000464226,0.000464226,"BHI_10"
"Christensenellaceae",3,"Lactose",0.479,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",4,"Lactose",0.4885,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",5,"Lactose",0.489,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",6,"Lactose",0.527,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",7,"Lactose",0.456,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",8,"Lactose",0.544,0.4885,NA,0.000464226,"BHI_10"
"Christensenellaceae",2,"Maltose",0.46,0.497,0.002781392,0.001492193,"BHI_10"
"Christensenellaceae",3,"Maltose",0.497,0.497,NA,0.001492193,"BHI_10"
"Christensenellaceae",4,"Maltose",0.504,0.497,NA,0.001492193,"BHI_10"
"Christensenellaceae",5,"Maltose",0.4965,0.497,0.000202994,0.001492193,"BHI_10"
"Christensenellaceae",6,"Maltose",0.521,0.497,NA,0.001492193,"BHI_10"
"Christensenellaceae",7,"Maltose",0.4605,0.497,NA,0.001492193,"BHI_10"
"Christensenellaceae",8,"Maltose",0.5665,0.497,NA,0.001492193,"BHI_10"
"Christensenellaceae",2,"Mannitol",0.521,0.5095,0.000404092,0.000404092,"BHI_10"
"Christensenellaceae",3,"Mannitol",0.4475,0.5095,0.000201955,0.000404092,"BHI_10"
"Christensenellaceae",4,"Mannitol",0.4975,0.5095,NA,0.000404092,"BHI_10"
"Christensenellaceae",5,"Mannitol",0.5205,0.5095,NA,0.000404092,"BHI_10"
"Christensenellaceae",6,"Mannitol",0.4965,0.5095,0.000656829,0.000404092,"BHI_10"
"Christensenellaceae",7,"Mannitol",0.5095,0.5095,NA,0.000404092,"BHI_10"
"Christensenellaceae",8,"Mannitol",0.5235,0.5095,NA,0.000404092,"BHI_10"
"Christensenellaceae",2,"Mannose",0.4565,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",3,"Mannose",0.4925,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",4,"Mannose",0.5305,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",5,"Mannose",0.5535,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",6,"Mannose",0.5705,0.5305,0.000252387,0.000252387,"BHI_10"
"Christensenellaceae",7,"Mannose",0.5275,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",8,"Mannose",0.5635,0.5305,NA,0.000252387,"BHI_10"
"Christensenellaceae",2,"Melibiose",0.561,0.561,0.00033761,0.000449048,"BHI_10"
"Christensenellaceae",3,"Melibiose",0.603,0.561,NA,0.000449048,"BHI_10"
"Christensenellaceae",4,"Melibiose",0.47,0.561,0.000560486,0.000449048,"BHI_10"
"Christensenellaceae",5,"Melibiose",0.521,0.561,NA,0.000449048,"BHI_10"
"Christensenellaceae",6,"Melibiose",0.4965,0.561,NA,0.000449048,"BHI_10"
"Christensenellaceae",7,"Melibiose",0.683,0.561,NA,0.000449048,"BHI_10"
"Christensenellaceae",8,"Melibiose",0.5795,0.561,NA,0.000449048,"BHI_10"
"Christensenellaceae",2,"Oxaloacetate",0.279,0.278,0.0003284685,0.000383123,"BHI_10"
"Christensenellaceae",3,"Oxaloacetate",0.278,0.278,NA,0.000383123,"BHI_10"
"Christensenellaceae",4,"Oxaloacetate",0.247,0.278,NA,0.000383123,"BHI_10"
"Christensenellaceae",5,"Oxaloacetate",0.269,0.278,NA,0.000383123,"BHI_10"
"Christensenellaceae",6,"Oxaloacetate",0.271,0.278,0.000529266,0.000383123,"BHI_10"
"Christensenellaceae",7,"Oxaloacetate",0.286,0.278,NA,0.000383123,"BHI_10"
"Christensenellaceae",8,"Oxaloacetate",0.314,0.278,0.000383123,0.000383123,"BHI_10"
"Christensenellaceae",2,"Pyruvate",0.3315,0.309,0.000343708,0.00045183,"BHI_10"
"Christensenellaceae",3,"Pyruvate",0.279,0.309,NA,0.00045183,"BHI_10"
"Christensenellaceae",4,"Pyruvate",0.309,0.309,0.000770543,0.00045183,"BHI_10"
"Christensenellaceae",5,"Pyruvate",0.3125,0.309,NA,0.00045183,"BHI_10"
"Christensenellaceae",6,"Pyruvate",0.2795,0.309,0.000559952,0.00045183,"BHI_10"
"Christensenellaceae",7,"Pyruvate",0.2895,0.309,NA,0.00045183,"BHI_10"
"Christensenellaceae",8,"Pyruvate",0.3765,0.309,0.000117588,0.00045183,"BHI_10"
"Christensenellaceae",2,"Rhamnose",0.3735,0.355,NA,0.000345543,"BHI_10"
"Christensenellaceae",3,"Rhamnose",0.355,0.355,NA,0.000345543,"BHI_10"
"Christensenellaceae",4,"Rhamnose",0.3535,0.355,0.001377066,0.000345543,"BHI_10"
"Christensenellaceae",5,"Rhamnose",0.3665,0.355,NA,0.000345543,"BHI_10"
"Christensenellaceae",6,"Rhamnose",0.297,0.355,0.000121223,0.000345543,"BHI_10"
"Christensenellaceae",7,"Rhamnose",0.3405,0.355,NA,0.000345543,"BHI_10"
"Christensenellaceae",8,"Rhamnose",0.379,0.355,0.000345543,0.000345543,"BHI_10"
"Christensenellaceae",2,"Ribose",0.3435,0.3985,0.000514784,0.000455255,"BHI_10"
"Christensenellaceae",3,"Ribose",0.3725,0.3985,0.000567986,0.000455255,"BHI_10"
"Christensenellaceae",4,"Ribose",0.3415,0.3985,0.000455255,0.000455255,"BHI_10"
"Christensenellaceae",5,"Ribose",0.554,0.3985,NA,0.000455255,"BHI_10"
"Christensenellaceae",6,"Ribose",0.4195,0.3985,0.000215761,0.000455255,"BHI_10"
"Christensenellaceae",7,"Ribose",0.3985,0.3985,NA,0.000455255,"BHI_10"
"Christensenellaceae",8,"Ribose",0.425,0.3985,0.000102759,0.000455255,"BHI_10"
"Christensenellaceae",2,"Sorbitol",0.484,0.4705,0.0005136385,0.00043808775,"BHI_10"
"Christensenellaceae",3,"Sorbitol",0.4135,0.4705,0.0001907885,0.00043808775,"BHI_10"
"Christensenellaceae",4,"Sorbitol",0.48,0.4705,0.000482031,0.00043808775,"BHI_10"
"Christensenellaceae",5,"Sorbitol",0.4695,0.4705,NA,0.00043808775,"BHI_10"
"Christensenellaceae",6,"Sorbitol",0.438,0.4705,0.0003941445,0.00043808775,"BHI_10"
"Christensenellaceae",7,"Sorbitol",0.4705,0.4705,NA,0.00043808775,"BHI_10"
"Christensenellaceae",8,"Sorbitol",0.495,0.4705,NA,0.00043808775,"BHI_10"
"Christensenellaceae",2,"Succinate",0.227,0.2215,NA,0.00056411375,"BHI_10"
"Christensenellaceae",3,"Succinate",0.1885,0.2215,0.000267344,0.00056411375,"BHI_10"
"Christensenellaceae",4,"Succinate",0.2235,0.2215,NA,0.00056411375,"BHI_10"
"Christensenellaceae",5,"Succinate",0.21,0.2215,NA,0.00056411375,"BHI_10"
"Christensenellaceae",6,"Succinate",0.189,0.2215,0.0008608835,0.00056411375,"BHI_10"
"Christensenellaceae",7,"Succinate",0.2215,0.2215,NA,0.00056411375,"BHI_10"
"Christensenellaceae",8,"Succinate",0.231,0.2215,NA,0.00056411375,"BHI_10"
"Christensenellaceae",2,"Sucrose",0.496,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",3,"Sucrose",0.5115,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",4,"Sucrose",0.5975,0.5285,0.000675505,0.000675505,"BHI_10"
"Christensenellaceae",5,"Sucrose",0.5285,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",6,"Sucrose",0.455,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",7,"Sucrose",0.6125,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",8,"Sucrose",0.661,0.5285,NA,0.000675505,"BHI_10"
"Christensenellaceae",2,"ddH2O",0.207,0.207,NA,0.0004009195,"BHI_10"
"Christensenellaceae",3,"ddH2O",0.1965,0.207,NA,0.0004009195,"BHI_10"
"Christensenellaceae",4,"ddH2O",0.2175,0.207,NA,0.0004009195,"BHI_10"
"Christensenellaceae",5,"ddH2O",0.205,0.207,0.000252876,0.0004009195,"BHI_10"
"Christensenellaceae",6,"ddH2O",0.2155,0.207,0.000548963,0.0004009195,"BHI_10"
"Christensenellaceae",7,"ddH2O",0.188,0.207,NA,0.0004009195,"BHI_10"
"Christensenellaceae",8,"ddH2O",0.2135,0.207,NA,0.0004009195,"BHI_10"
"Coriobacteriaceae",2,"Acetate",0.225,0.1965,NA,0.00083853925,"BHI_10"
"Coriobacteriaceae",3,"Acetate",0.159,0.1965,0.0011550095,0.00083853925,"BHI_10"
"Coriobacteriaceae",4,"Acetate",0.1965,0.1965,0.001261401,0.00083853925,"BHI_10"
"Coriobacteriaceae",5,"Acetate",0.178,0.1965,0.000223131,0.00083853925,"BHI_10"
"Coriobacteriaceae",6,"Acetate",0.1725,0.1965,0.000522069,0.00083853925,"BHI_10"
"Coriobacteriaceae",7,"Acetate",0.2025,0.1965,0.002085964,0.00083853925,"BHI_10"
"Coriobacteriaceae",8,"Acetate",0.2035,0.1965,0.000269486,0.00083853925,"BHI_10"
"Coriobacteriaceae",2,"Arabinose",0.459,0.474,0.00026318,0.0002700615,"BHI_10"
"Coriobacteriaceae",3,"Arabinose",0.4385,0.474,0.000883915,0.0002700615,"BHI_10"
"Coriobacteriaceae",4,"Arabinose",0.474,0.474,0.000327461,0.0002700615,"BHI_10"
"Coriobacteriaceae",5,"Arabinose",0.493,0.474,0.0002503155,0.0002700615,"BHI_10"
"Coriobacteriaceae",6,"Arabinose",0.5285,0.474,0.000276943,0.0002700615,"BHI_10"
"Coriobacteriaceae",7,"Arabinose",0.4635,0.474,0.0001782155,0.0002700615,"BHI_10"
"Coriobacteriaceae",8,"Arabinose",0.5355,0.474,NA,0.0002700615,"BHI_10"
"Coriobacteriaceae",2,"Citrate",0.2775,0.275,0.001119379,0.000683569,"BHI_10"
"Coriobacteriaceae",3,"Citrate",0.2455,0.275,0.000683569,0.000683569,"BHI_10"
"Coriobacteriaceae",4,"Citrate",0.2705,0.275,0.000294551,0.000683569,"BHI_10"
"Coriobacteriaceae",5,"Citrate",0.29,0.275,0.000365831,0.000683569,"BHI_10"
"Coriobacteriaceae",6,"Citrate",0.265,0.275,0.000676256,0.000683569,"BHI_10"
"Coriobacteriaceae",7,"Citrate",0.275,0.275,0.000814598,0.000683569,"BHI_10"
"Coriobacteriaceae",8,"Citrate",0.331,0.275,0.0029341765,0.000683569,"BHI_10"
"Coriobacteriaceae",2,"Fructose",0.419,0.472,0.0003654385,0.00051044475,"BHI_10"
"Coriobacteriaceae",3,"Fructose",0.457,0.472,0.002274765,0.00051044475,"BHI_10"
"Coriobacteriaceae",4,"Fructose",0.5045,0.472,0.000722369,0.00051044475,"BHI_10"
"Coriobacteriaceae",5,"Fructose",0.472,0.472,0.000655451,0.00051044475,"BHI_10"
"Coriobacteriaceae",6,"Fructose",0.474,0.472,0.000166649,0.00051044475,"BHI_10"
"Coriobacteriaceae",7,"Fructose",0.4715,0.472,0.000170406,0.00051044475,"BHI_10"
"Coriobacteriaceae",8,"Fructose",0.5845,0.472,NA,0.00051044475,"BHI_10"
"Coriobacteriaceae",2,"Fucose",0.2855,0.3895,0.000159301,0.000251209,"BHI_10"
"Coriobacteriaceae",3,"Fucose",0.3585,0.3895,0.000251209,0.000251209,"BHI_10"
"Coriobacteriaceae",4,"Fucose",0.42,0.3895,NA,0.000251209,"BHI_10"
"Coriobacteriaceae",5,"Fucose",0.4015,0.3895,NA,0.000251209,"BHI_10"
"Coriobacteriaceae",6,"Fucose",0.386,0.3895,0.000761716,0.000251209,"BHI_10"
"Coriobacteriaceae",7,"Fucose",0.3895,0.3895,NA,0.000251209,"BHI_10"
"Coriobacteriaceae",8,"Fucose",0.4085,0.3895,NA,0.000251209,"BHI_10"
"Coriobacteriaceae",2,"Fumarate",0.2885,0.293,NA,0.000723336,"BHI_10"
"Coriobacteriaceae",3,"Fumarate",0.2655,0.293,0.000853384,0.000723336,"BHI_10"
"Coriobacteriaceae",4,"Fumarate",0.329,0.293,0.000723336,0.000723336,"BHI_10"
"Coriobacteriaceae",5,"Fumarate",0.293,0.293,NA,0.000723336,"BHI_10"
"Coriobacteriaceae",6,"Fumarate",0.2685,0.293,0.0011134625,0.000723336,"BHI_10"
"Coriobacteriaceae",7,"Fumarate",0.293,0.293,0.000312082,0.000723336,"BHI_10"
"Coriobacteriaceae",8,"Fumarate",0.3175,0.293,0.000498504,0.000723336,"BHI_10"
"Coriobacteriaceae",2,"Galacticol",0.27,0.363,0.000864226,0.000640996,"BHI_10"
"Coriobacteriaceae",3,"Galacticol",0.334,0.363,0.000962376,0.000640996,"BHI_10"
"Coriobacteriaceae",4,"Galacticol",0.44,0.363,0.000893582,0.000640996,"BHI_10"
"Coriobacteriaceae",5,"Galacticol",0.458,0.363,0.000303559,0.000640996,"BHI_10"
"Coriobacteriaceae",6,"Galacticol",0.2565,0.363,0.000168416,0.000640996,"BHI_10"
"Coriobacteriaceae",7,"Galacticol",0.42,0.363,0.000640996,0.000640996,"BHI_10"
"Coriobacteriaceae",8,"Galacticol",0.363,0.363,0.000231267,0.000640996,"BHI_10"
"Coriobacteriaceae",2,"Galactose",0.4275,0.459,NA,0.0003284985,"BHI_10"
"Coriobacteriaceae",3,"Galactose",0.4575,0.459,0.000450556,0.0003284985,"BHI_10"
"Coriobacteriaceae",4,"Galactose",0.4945,0.459,0.000398883,0.0003284985,"BHI_10"
"Coriobacteriaceae",5,"Galactose",0.5305,0.459,0.000258114,0.0003284985,"BHI_10"
"Coriobacteriaceae",6,"Galactose",0.459,0.459,0.000509924,0.0003284985,"BHI_10"
"Coriobacteriaceae",7,"Galactose",0.433,0.459,0.000184769,0.0003284985,"BHI_10"
"Coriobacteriaceae",8,"Galactose",0.531,0.459,2.9e-05,0.0003284985,"BHI_10"
"Coriobacteriaceae",2,"Glucose",0.424,0.491,NA,0.000221212,"BHI_10"
"Coriobacteriaceae",3,"Glucose",0.4665,0.491,0.000148566,0.000221212,"BHI_10"
"Coriobacteriaceae",4,"Glucose",0.503,0.491,NA,0.000221212,"BHI_10"
"Coriobacteriaceae",5,"Glucose",0.5105,0.491,NA,0.000221212,"BHI_10"
"Coriobacteriaceae",6,"Glucose",0.491,0.491,0.000293858,0.000221212,"BHI_10"
"Coriobacteriaceae",7,"Glucose",0.381,0.491,NA,0.000221212,"BHI_10"
"Coriobacteriaceae",8,"Glucose",0.5805,0.491,NA,0.000221212,"BHI_10"
"Coriobacteriaceae",2,"Glycerol",0.2845,0.30725,0.0006049925,0.0006844275,"BHI_10"
"Coriobacteriaceae",3,"Glycerol",0.3405,0.30725,0.000160772,0.0006844275,"BHI_10"
"Coriobacteriaceae",4,"Glycerol",0.3185,0.30725,0.0006844275,0.0006844275,"BHI_10"
"Coriobacteriaceae",5,"Glycerol",0.333,0.30725,NA,0.0006844275,"BHI_10"
"Coriobacteriaceae",6,"Glycerol",0.2635,0.30725,0.000809423,0.0006844275,"BHI_10"
"Coriobacteriaceae",7,"Glycerol",0.296,0.30725,0.001052493,0.0006844275,"BHI_10"
"Coriobacteriaceae",8,"Glycerol",NA,0.30725,NA,0.0006844275,"BHI_10"
"Coriobacteriaceae",2,"Lactose",0.471,0.4885,7.5e-05,0.000334973,"BHI_10"
"Coriobacteriaceae",3,"Lactose",0.479,0.4885,0.0004069525,0.000334973,"BHI_10"
"Coriobacteriaceae",4,"Lactose",0.4885,0.4885,NA,0.000334973,"BHI_10"
"Coriobacteriaceae",5,"Lactose",0.489,0.4885,0.000322857,0.000334973,"BHI_10"
"Coriobacteriaceae",6,"Lactose",0.527,0.4885,0.000505921,0.000334973,"BHI_10"
"Coriobacteriaceae",7,"Lactose",0.456,0.4885,NA,0.000334973,"BHI_10"
"Coriobacteriaceae",8,"Lactose",0.544,0.4885,0.000334973,0.000334973,"BHI_10"
"Coriobacteriaceae",2,"Maltose",0.46,0.497,NA,0.000428816,"BHI_10"
"Coriobacteriaceae",3,"Maltose",0.497,0.497,0.000569541,0.000428816,"BHI_10"
"Coriobacteriaceae",4,"Maltose",0.504,0.497,NA,0.000428816,"BHI_10"
"Coriobacteriaceae",5,"Maltose",0.4965,0.497,NA,0.000428816,"BHI_10"
"Coriobacteriaceae",6,"Maltose",0.521,0.497,0.000288091,0.000428816,"BHI_10"
"Coriobacteriaceae",7,"Maltose",0.4605,0.497,NA,0.000428816,"BHI_10"
"Coriobacteriaceae",8,"Maltose",0.5665,0.497,NA,0.000428816,"BHI_10"
"Coriobacteriaceae",2,"Mannitol",0.521,0.5095,0.000173774,0.000231643,"BHI_10"
"Coriobacteriaceae",3,"Mannitol",0.4475,0.5095,0.0010202765,0.000231643,"BHI_10"
"Coriobacteriaceae",4,"Mannitol",0.4975,0.5095,0.0003097025,0.000231643,"BHI_10"
"Coriobacteriaceae",5,"Mannitol",0.5205,0.5095,NA,0.000231643,"BHI_10"
"Coriobacteriaceae",6,"Mannitol",0.4965,0.5095,0.000166591,0.000231643,"BHI_10"
"Coriobacteriaceae",7,"Mannitol",0.5095,0.5095,0.00019992,0.000231643,"BHI_10"
"Coriobacteriaceae",8,"Mannitol",0.5235,0.5095,0.000263366,0.000231643,"BHI_10"
"Coriobacteriaceae",2,"Mannose",0.4565,0.5305,0.000193558,0.00028253325,"BHI_10"
"Coriobacteriaceae",3,"Mannose",0.4925,0.5305,0.000179727,0.00028253325,"BHI_10"
"Coriobacteriaceae",4,"Mannose",0.5305,0.5305,NA,0.00028253325,"BHI_10"
"Coriobacteriaceae",5,"Mannose",0.5535,0.5305,NA,0.00028253325,"BHI_10"
"Coriobacteriaceae",6,"Mannose",0.5705,0.5305,0.0003715085,0.00028253325,"BHI_10"
"Coriobacteriaceae",7,"Mannose",0.5275,0.5305,0.000503947,0.00028253325,"BHI_10"
"Coriobacteriaceae",8,"Mannose",0.5635,0.5305,NA,0.00028253325,"BHI_10"
"Coriobacteriaceae",2,"Melibiose",0.561,0.561,NA,0.000336323,"BHI_10"
"Coriobacteriaceae",3,"Melibiose",0.603,0.561,NA,0.000336323,"BHI_10"
"Coriobacteriaceae",4,"Melibiose",0.47,0.561,NA,0.000336323,"BHI_10"
"Coriobacteriaceae",5,"Melibiose",0.521,0.561,NA,0.000336323,"BHI_10"
"Coriobacteriaceae",6,"Melibiose",0.4965,0.561,0.000346548,0.000336323,"BHI_10"
"Coriobacteriaceae",7,"Melibiose",0.683,0.561,0.000336323,0.000336323,"BHI_10"
"Coriobacteriaceae",8,"Melibiose",0.5795,0.561,0.000311643,0.000336323,"BHI_10"
"Coriobacteriaceae",2,"Oxaloacetate",0.279,0.278,0.003783864,0.0016515255,"BHI_10"
"Coriobacteriaceae",3,"Oxaloacetate",0.278,0.278,0.0052140165,0.0016515255,"BHI_10"
"Coriobacteriaceae",4,"Oxaloacetate",0.247,0.278,0.0016515255,0.0016515255,"BHI_10"
"Coriobacteriaceae",5,"Oxaloacetate",0.269,0.278,0.00059125,0.0016515255,"BHI_10"
"Coriobacteriaceae",6,"Oxaloacetate",0.271,0.278,0.0022120405,0.0016515255,"BHI_10"
"Coriobacteriaceae",7,"Oxaloacetate",0.286,0.278,0.001164906,0.0016515255,"BHI_10"
"Coriobacteriaceae",8,"Oxaloacetate",0.314,0.278,0.000403388,0.0016515255,"BHI_10"
"Coriobacteriaceae",2,"Pyruvate",0.3315,0.309,0.0002667745,0.00042995825,"BHI_10"
"Coriobacteriaceae",3,"Pyruvate",0.279,0.309,0.0005562715,0.00042995825,"BHI_10"
"Coriobacteriaceae",4,"Pyruvate",0.309,0.309,NA,0.00042995825,"BHI_10"
"Coriobacteriaceae",5,"Pyruvate",0.3125,0.309,0.000192382,0.00042995825,"BHI_10"
"Coriobacteriaceae",6,"Pyruvate",0.2795,0.309,0.000616212,0.00042995825,"BHI_10"
"Coriobacteriaceae",7,"Pyruvate",0.2895,0.309,0.000440565,0.00042995825,"BHI_10"
"Coriobacteriaceae",8,"Pyruvate",0.3765,0.309,0.0004193515,0.00042995825,"BHI_10"
"Coriobacteriaceae",2,"Rhamnose",0.3735,0.355,0.000624361,0.000404793,"BHI_10"
"Coriobacteriaceae",3,"Rhamnose",0.355,0.355,0.000426633,0.000404793,"BHI_10"
"Coriobacteriaceae",4,"Rhamnose",0.3535,0.355,0.0003107325,0.000404793,"BHI_10"
"Coriobacteriaceae",5,"Rhamnose",0.3665,0.355,0.00021032,0.000404793,"BHI_10"
"Coriobacteriaceae",6,"Rhamnose",0.297,0.355,0.000404793,0.000404793,"BHI_10"
"Coriobacteriaceae",7,"Rhamnose",0.3405,0.355,0.000454403,0.000404793,"BHI_10"
"Coriobacteriaceae",8,"Rhamnose",0.379,0.355,0.000263908,0.000404793,"BHI_10"
"Coriobacteriaceae",2,"Ribose",0.3435,0.3985,0.000317486,0.00029976,"BHI_10"
"Coriobacteriaceae",3,"Ribose",0.3725,0.3985,0.000191767,0.00029976,"BHI_10"
"Coriobacteriaceae",4,"Ribose",0.3415,0.3985,0.000715401,0.00029976,"BHI_10"
"Coriobacteriaceae",5,"Ribose",0.554,0.3985,0.000298441,0.00029976,"BHI_10"
"Coriobacteriaceae",6,"Ribose",0.4195,0.3985,0.00029976,0.00029976,"BHI_10"
"Coriobacteriaceae",7,"Ribose",0.3985,0.3985,0.000275847,0.00029976,"BHI_10"
"Coriobacteriaceae",8,"Ribose",0.425,0.3985,0.000379427,0.00029976,"BHI_10"
"Coriobacteriaceae",2,"Sorbitol",0.484,0.4705,0.0002997785,0.000688059,"BHI_10"
"Coriobacteriaceae",3,"Sorbitol",0.4135,0.4705,0.0008146245,0.000688059,"BHI_10"
"Coriobacteriaceae",4,"Sorbitol",0.48,0.4705,NA,0.000688059,"BHI_10"
"Coriobacteriaceae",5,"Sorbitol",0.4695,0.4705,NA,0.000688059,"BHI_10"
"Coriobacteriaceae",6,"Sorbitol",0.438,0.4705,0.0009269655,0.000688059,"BHI_10"
"Coriobacteriaceae",7,"Sorbitol",0.4705,0.4705,0.000159676,0.000688059,"BHI_10"
"Coriobacteriaceae",8,"Sorbitol",0.495,0.4705,0.000688059,0.000688059,"BHI_10"
"Coriobacteriaceae",2,"Succinate",0.227,0.2215,0.001612573,0.00124906275,"BHI_10"
"Coriobacteriaceae",3,"Succinate",0.1885,0.2215,0.0024956265,0.00124906275,"BHI_10"
"Coriobacteriaceae",4,"Succinate",0.2235,0.2215,0.0006895935,0.00124906275,"BHI_10"
"Coriobacteriaceae",5,"Succinate",0.21,0.2215,NA,0.00124906275,"BHI_10"
"Coriobacteriaceae",6,"Succinate",0.189,0.2215,0.001517241,0.00124906275,"BHI_10"
"Coriobacteriaceae",7,"Succinate",0.2215,0.2215,0.0009308795,0.00124906275,"BHI_10"
"Coriobacteriaceae",8,"Succinate",0.231,0.2215,0.0009808845,0.00124906275,"BHI_10"
"Coriobacteriaceae",2,"Sucrose",0.496,0.5285,NA,0.0002225435,"BHI_10"
"Coriobacteriaceae",3,"Sucrose",0.5115,0.5285,0.000581761,0.0002225435,"BHI_10"
"Coriobacteriaceae",4,"Sucrose",0.5975,0.5285,0.000385765,0.0002225435,"BHI_10"
"Coriobacteriaceae",5,"Sucrose",0.5285,0.5285,0.000193855,0.0002225435,"BHI_10"
"Coriobacteriaceae",6,"Sucrose",0.455,0.5285,0.000196009,0.0002225435,"BHI_10"
"Coriobacteriaceae",7,"Sucrose",0.6125,0.5285,0.000249078,0.0002225435,"BHI_10"
"Coriobacteriaceae",8,"Sucrose",0.661,0.5285,0.000144342,0.0002225435,"BHI_10"
"Coriobacteriaceae",2,"ddH2O",0.207,0.207,0.001571951,0.000677045,"BHI_10"
"Coriobacteriaceae",3,"ddH2O",0.1965,0.207,0.0008815485,0.000677045,"BHI_10"
"Coriobacteriaceae",4,"ddH2O",0.2175,0.207,0.000407764,0.000677045,"BHI_10"
"Coriobacteriaceae",5,"ddH2O",0.205,0.207,NA,0.000677045,"BHI_10"
"Coriobacteriaceae",6,"ddH2O",0.2155,0.207,0.0004725415,0.000677045,"BHI_10"
"Coriobacteriaceae",7,"ddH2O",0.188,0.207,0.001012977,0.000677045,"BHI_10"
"Coriobacteriaceae",8,"ddH2O",0.2135,0.207,0.0004331585,0.000677045,"BHI_10"
"Desulfovibrionaceae",2,"Acetate",0.225,0.1965,0.000648523,0.00191067725,"BHI_10"
"Desulfovibrionaceae",3,"Acetate",0.159,0.1965,0.001897653,0.00191067725,"BHI_10"
"Desulfovibrionaceae",4,"Acetate",0.1965,0.1965,0.0019237015,0.00191067725,"BHI_10"
"Desulfovibrionaceae",5,"Acetate",0.178,0.1965,NA,0.00191067725,"BHI_10"
"Desulfovibrionaceae",6,"Acetate",0.1725,0.1965,0.0041571485,0.00191067725,"BHI_10"
"Desulfovibrionaceae",7,"Acetate",0.2025,0.1965,0.0553696625,0.00191067725,"BHI_10"
"Desulfovibrionaceae",8,"Acetate",0.2035,0.1965,0.001753538,0.00191067725,"BHI_10"
"Desulfovibrionaceae",2,"Arabinose",0.459,0.474,0.0001908225,0.0008751565,"BHI_10"
"Desulfovibrionaceae",3,"Arabinose",0.4385,0.474,0.0011020495,0.0008751565,"BHI_10"
"Desulfovibrionaceae",4,"Arabinose",0.474,0.474,0.0006482635,0.0008751565,"BHI_10"
"Desulfovibrionaceae",5,"Arabinose",0.493,0.474,NA,0.0008751565,"BHI_10"
"Desulfovibrionaceae",6,"Arabinose",0.5285,0.474,0.023457631,0.0008751565,"BHI_10"
"Desulfovibrionaceae",7,"Arabinose",0.4635,0.474,0.0016376985,0.0008751565,"BHI_10"
"Desulfovibrionaceae",8,"Arabinose",0.5355,0.474,0.000508869,0.0008751565,"BHI_10"
"Desulfovibrionaceae",2,"Citrate",0.2775,0.275,0.00110342,0.00196762425,"BHI_10"
"Desulfovibrionaceae",3,"Citrate",0.2455,0.275,0.002538948,0.00196762425,"BHI_10"
"Desulfovibrionaceae",4,"Citrate",0.2705,0.275,0.0013963005,0.00196762425,"BHI_10"
"Desulfovibrionaceae",5,"Citrate",0.29,0.275,NA,0.00196762425,"BHI_10"
