od_diff_15_14_1,od_diff_15_14_2,od_diff_15_14_3,od_diff_15_14_4,od_diff_15_14_5,od_diff_15_14_6,od_diff_15_14_7,od_diff_15_14_8,od_diff_15_14_9,od_diff_15_14_10,od_diff_15_14_11,od_diff_15_14_12,od_diff_15_14_13,od_diff_15_14_14,od_diff_15_14_15,od_diff_15_14_16
0.0652900763358778,0.0652900763358778,0.0682900763358778,0.0772900763358778,0.0647099236641221,0.0647099236641221,0.0677099236641221,0.0767099236641221,0.064,0.064,0.067,0.076,0.054,0.054,0.057,0.066
