Donor_ID,AUC,Abs_Abundance
2,71.1783333333333,0.247447179448
3,53.3486666666667,0.0925714114945
4,45.187,0.1996269898805
5,73.0933333333333,0.268139972248
6,64.0636666666667,0.228062637069
7,10.5303333333333,0.051887082601
8,44.2903333333334,0.172272211314
