time,growth_rate,CarbonSource
12.6119444444444,0.000170415979845714,Lactose
12.7061111111111,0.00170265833530255,Lactose
12.8002777777778,0.00221420656747099,Lactose
12.8944444444444,0.0017032589205649,Lactose
12.9886111111111,0.0010218952938126,Lactose
13.0827777777778,0.000170115687214692,Lactose
13.1769444444444,-0.000681663919383174,Lactose
13.2711111111111,-0.00136302754613504,Lactose
13.3652777777778,-0.00187397519304152,Lactose
13.4594444444444,-0.00221450686010197,Lactose
13.5536111111111,-0.00323820921991957,Lactose
13.6477777777778,-0.0049432741444454,Lactose
13.7419444444444,-0.00528953051650359,Lactose
13.8361111111111,-0.00597421225338612,Lactose
13.9302777777778,-0.00700335718210927,Lactose
14.0244444444444,-0.00734902578696449,Lactose
14.1186111111111,-0.00701121806795251,Lactose
14.2127777777778,-0.00701123746539664,Lactose
14.3069444444444,-0.00735668405582053,Lactose
14.4011111111111,-0.00701778076393426,Lactose
14.4952777777778,-0.00599480326459056,Lactose
14.5894444444444,-0.00617076879817978,Lactose
14.6838888888889,-0.00566133529650295,Lactose
14.7780555555556,-0.00635282952133625,Lactose
14.8722222222222,-0.00635772453673791,Lactose
14.9663888888889,-0.006703656952845,Lactose
15.0605555555556,-0.00739669430827693,Lactose
15.1547222222222,-0.00567780266986203,Lactose
15.2488888888889,-0.00361428752391632,Lactose
15.3430555555556,-0.00223697802807534,Lactose
15.4372222222222,-0.00241167665455064,Lactose
15.5313888888889,-0.00206965347199038,Lactose
15.6255555555556,-0.0022425094032554,Lactose
15.7197222222222,-0.00293495465560481,Lactose
15.8138888888889,-0.00500823469248879,Lactose
15.9080555555556,-0.00656097059278643,Lactose
16.0022222222222,-0.00846152474553631,Lactose
16.0963888888889,-0.0107040520496225,Lactose
16.1908333333333,-0.0112308020494912,Lactose
16.2855555555556,-0.0107220262631587,Lactose
16.3797222222222,-0.0100464804487947,Lactose
16.4738888888889,-0.0102275421416134,Lactose
16.5680555555556,-0.0104139433350446,Lactose
16.6622222222222,-0.0104326146805742,Lactose
16.7563888888889,-0.0102715619992458,Lactose
16.8505555555556,-0.0101031075313952,Lactose
16.9447222222222,-0.00993938277914072,Lactose
17.0388888888889,-0.00977095102310569,Lactose
17.1330555555556,-0.00873042094710261,Lactose
17.2272222222222,-0.0087373810618518,Lactose
17.3213888888889,-0.0087491052697641,Lactose
17.4155555555556,-0.0087560883440961,Lactose
17.5097222222222,-0.00876785284109788,Lactose
17.6038888888889,-0.00877485900024899,Lactose
17.6980555555556,-0.00983506929719078,Lactose
17.7922222222222,-0.010016832882457,Lactose
17.8863888888889,-0.00843849994460598,Lactose
17.9805555555556,-0.00808868634327478,Lactose
18.0747222222222,-0.00703726794330885,Lactose
18.1688888888889,-0.00528151027062007,Lactose
18.2630555555556,-0.00475819241497812,Lactose
18.3572222222222,-0.00546888437201291,Lactose
18.4516666666667,-0.00547393918575518,Lactose
18.5455555555556,-0.00671509205951318,Lactose
18.64,-0.0072495248272047,Lactose
18.7341666666667,-0.00902270112155197,Lactose
18.8283333333333,-0.00920034986508124,Lactose
18.9225,-0.00867722748760475,Lactose
19.0166666666667,-0.00921560338544534,Lactose
19.1108333333333,-0.00886902804736078,Lactose
19.205,-0.00763474927776287,Lactose
19.2991666666667,-0.00835835966215559,Lactose
19.3933333333333,-0.00907707063899033,Lactose
19.4875,-0.00890599994841471,Lactose
19.5816666666667,-0.00890895645708825,Lactose
19.6758333333333,-0.00909415617885813,Lactose
19.77,-0.00945369722823184,Lactose
19.8641666666667,-0.00893005982345443,Lactose
19.9583333333333,-0.00929953937145107,Lactose
20.0525,-0.00966406498934279,Lactose
20.1466666666667,-0.00913386105639468,Lactose
20.2408333333333,-0.0086086540913823,Lactose
20.335,-0.00915015646691184,Lactose
20.4291666666667,-0.0089738813537024,Lactose
20.5233333333333,-0.00898123543307148,Lactose
20.6175,-0.0089936238181604,Lactose
20.7116666666667,-0.00809790970465725,Lactose
20.8058333333333,-0.00738617457741986,Lactose
20.9,-0.00685036857659979,Lactose
20.9941666666667,-0.00667176991762339,Lactose
21.0883333333333,-0.00685711189482542,Lactose
21.1825,-0.00722713645719028,Lactose
21.2766666666667,-0.00686724835730181,Lactose
21.3708333333333,-0.00687198814633097,Lactose
21.465,-0.00706176434109177,Lactose
21.5591666666667,-0.00652024573823906,Lactose
21.6533333333333,-0.0083376591422621,Lactose
21.7475,-0.00743558548198108,Lactose
21.8416666666667,-0.00780261516261624,Lactose
21.9358333333333,-0.00744265267464544,Lactose
22.03,-0.00635735137768475,Lactose
22.1241666666667,-0.00563219341068624,Lactose
22.2183333333333,-0.00636117177005984,Lactose
22.3125,-0.00545742721942453,Lactose
22.4069444444444,-0.00582703391815003,Lactose
22.5011111111111,-0.0065578686298189,Lactose
22.5952777777778,-0.00656737614271896,Lactose
22.6894444444444,-0.00693236433026482,Lactose
22.7836111111111,-0.00675557307163822,Lactose
22.8777777777778,-0.00694109786151685,Lactose
22.9719444444444,-0.00657748705998723,Lactose
23.0661111111111,-0.00658268279233912,Lactose
23.1602777777778,-0.00585650663650548,Lactose
23.2544444444444,-0.00641146371148556,Lactose
23.3486111111111,-0.0062336610825227,Lactose
23.4427777777778,-0.00733942508253454,Lactose
23.5369444444444,-0.007711036285904,Lactose
23.6311111111111,-0.00844658746715044,Lactose
23.7252777777778,-0.00753290853965536,Lactose
23.8194444444444,-0.00882907293922637,Lactose
23.9136111111111,-0.0082810852966272,Lactose
24.0077777777778,-0.00699754645758983,Lactose
24.1019444444444,-0.00700246888229174,Lactose
24.1961111111111,-0.00627043637327731,Lactose
24.2902777777778,-0.0059037209379349,Lactose
24.3844444444444,-0.00590936810314284,Lactose
24.4786111111111,-0.00535541927210417,Lactose
24.5727777777778,-0.0053578953042632,Lactose
24.6669444444444,-0.00480606955997681,Lactose
24.7611111111111,-0.00462732587411026,Lactose
24.8552777777778,-0.00685305664675737,Lactose
24.9494444444444,-0.00741375490351189,Lactose
25.0436111111111,-0.00723325468248371,Lactose
25.1377777777778,-0.00742015682940448,Lactose
25.2319444444444,-0.00798158832293262,Lactose
25.3261111111111,-0.007800395942946,Lactose
25.4202777777778,-0.00892006630546158,Lactose
25.5144444444444,-0.00818495526615166,Lactose
25.6086111111111,-0.00763139499769524,Lactose
25.7027777777778,-0.00633273095380586,Lactose
25.7969444444444,-0.00540336163217698,Lactose
25.8911111111111,-0.0059656114054569,Lactose
25.9852777777778,-0.00596847450406609,Lactose
26.0794444444444,-0.00541177094518509,Lactose
26.1738888888889,-0.00523154872536434,Lactose
26.2680555555556,-0.00542162759032851,Lactose
26.3619444444444,-0.00598871441961927,Lactose
26.4561111111111,-0.00598827123036876,Lactose
26.5502777777778,-0.00655210901684427,Lactose
26.6444444444444,-0.00655428876328763,Lactose
26.7386111111111,-0.00599393612931777,Lactose
26.8330555555556,-0.00581202874706958,Lactose
26.9272222222222,-0.00600229110131789,Lactose
27.0213888888889,-0.00657145116777431,Lactose
27.1155555555556,-0.00638978330810869,Lactose
27.2097222222222,-0.00658075121676002,Lactose
27.3038888888889,-0.00715154636687666,Lactose
27.3980555555556,-0.00715081267931125,Lactose
27.4922222222222,-0.00753711470585022,Lactose
27.5863888888889,-0.00810738805718991,Lactose
27.6805555555556,-0.00887083979331971,Lactose
27.7747222222222,-0.00869058286608886,Lactose
27.8688888888889,-0.0086946483332326,Lactose
27.9630555555556,-0.00889227932635767,Lactose
28.0572222222222,-0.00927458512514204,Lactose
28.1513888888889,-0.00985084514521027,Lactose
28.2455555555556,-0.0104327093554891,Lactose
28.3397222222222,-0.0100559812965018,Lactose
28.4338888888889,-0.00874115597842405,Lactose
28.5280555555556,-0.0085554157938717,Lactose
28.6222222222222,-0.00856441192110993,Lactose
28.7163888888889,-0.00875914821543517,Lactose
28.8105555555556,-0.00819221880338865,Lactose
28.9047222222222,-0.00782041911730875,Lactose
28.9988888888889,-0.00763471745405237,Lactose
29.0930555555556,-0.00668584480056855,Lactose
29.1872222222222,-0.00707386427337477,Lactose
29.2813888888889,-0.0088014259219734,Lactose
29.3755555555556,-0.00861916725668187,Lactose
29.4697222222222,-0.00862372647613865,Lactose
29.5638888888889,-0.00882460525523421,Lactose
29.6580555555556,-0.0092126639413315,Lactose
29.7522222222222,-0.0107638149984253,Lactose
29.8463888888889,-0.01116108027687,Lactose
29.9405555555556,-0.0115526142954693,Lactose
30.0347222222222,-0.0119499331553705,Lactose
30.1288888888889,-0.0102227514829099,Lactose
30.2230555555556,-0.00965178951866348,Lactose
30.3172222222222,-0.00926910199106843,Lactose
30.4113888888889,-0.0090843432138875,Lactose
30.5055555555556,-0.00890541580565973,Lactose
30.5997222222222,-0.00969486227890289,Lactose
30.6938888888889,-0.00932011395031904,Lactose
30.7880555555556,-0.00912472282157545,Lactose
30.8822222222222,-0.0102977003180174,Lactose
30.9763888888889,-0.00952312629845787,Lactose
31.0705555555556,-0.0101078670238762,Lactose
31.165,-0.00875409289076067,Lactose
31.2591666666667,-0.00856804721368201,Lactose
31.3533333333333,-0.00740907124261591,Lactose
31.4475,-0.00644033201608873,Lactose
31.5419444444444,-0.00683745153048083,Lactose
31.6361111111111,-0.00762262772069286,Lactose
31.7302777777778,-0.00782026974362926,Lactose
31.8244444444444,-0.00724429661980495,Lactose
31.9186111111111,-0.00803090356705252,Lactose
32.0127777777778,-0.00705799027542436,Lactose
32.1069444444444,-0.00745641641027598,Lactose
32.2011111111111,-0.00706995507128191,Lactose
32.2952777777778,-0.00707235289124021,Lactose
32.3894444444445,-0.00648548767615195,Lactose
32.4836111111111,-0.00629547445247061,Lactose
32.5777777777778,-0.00649510506478021,Lactose
32.6719444444444,-0.00808256559927516,Lactose
32.7661111111111,-0.00769374224680319,Lactose
32.8602777777778,-0.00868551120973117,Lactose
32.9544444444444,-0.00888757738470051,Lactose
33.0486111111111,-0.009292136676184,Lactose
33.1427777777778,-0.00889728361058711,Lactose
33.2369444444444,-0.00890174458087748,Lactose
33.3311111111111,-0.00811488450168947,Lactose
33.4252777777778,-0.00753094293682592,Lactose
33.5194444444444,-0.00714017044146673,Lactose
33.6136111111111,-0.00595645198915851,Lactose
33.7077777777778,-0.00635374075966397,Lactose
33.8019444444444,-0.00616184134054444,Lactose
33.8961111111111,-0.00636355712530232,Lactose
33.9902777777778,-0.00596872748454527,Lactose
34.0844444444444,-0.00716633974694984,Lactose
34.1786111111111,-0.00657554023070617,Lactose
34.2727777777778,-0.00637915992565073,Lactose
34.3669444444444,-0.00558500292731266,Lactose
34.4611111111111,-0.0063865780808652,Lactose
34.5552777777778,-0.00658914018017368,Lactose
34.6494444444444,-0.00619268922523749,Lactose
34.7436111111111,-0.00619972430447465,Lactose
34.8377777777778,-0.00660193853457069,Lactose
34.9319444444444,-0.00740861135223704,Lactose
35.0261111111111,-0.00741520536356836,Lactose
35.1202777777778,-0.00781747065912243,Lactose
35.2144444444444,-0.00761861066095694,Lactose
35.3088888888889,-0.00782508937554772,Lactose
35.4030555555556,-0.00823762010074648,Lactose
35.4969444444444,-0.00884623692519064,Lactose
35.5913888888889,-0.00865091623320982,Lactose
35.6855555555556,-0.00866199379285601,Lactose
35.7797222222222,-0.00785902741519603,Lactose
35.8738888888889,-0.00746170340194226,Lactose
35.9680555555556,-0.00746357413063231,Lactose
36.0622222222222,-0.00787445807669832,Lactose
36.1563888888889,-0.00747643724081791,Lactose
36.2505555555556,-0.00728568925900414,Lactose
36.3447222222222,-0.00729205204908129,Lactose
36.4388888888889,-0.0076993863088748,Lactose
36.5330555555556,-0.00851619602234588,Lactose
36.6272222222222,-0.00852173518427568,Lactose
36.7213888888889,-0.00994851696934592,Lactose
36.8155555555556,-0.00934793682021063,Lactose
36.9097222222222,-0.00894553491518313,Lactose
37.0038888888889,-0.00773087241187012,Lactose
37.0980555555556,-0.00794028374574414,Lactose
37.1922222222222,-0.00733561184199538,Lactose
37.2866666666667,-0.0071344159998527,Lactose
37.3808333333333,-0.00734527133148671,Lactose
37.475,-0.00673847501806103,Lactose
37.5691666666667,-0.00756187804636332,Lactose
37.6633333333333,-0.00756799904615693,Lactose
37.7575,-0.00797962987200102,Lactose
37.8516666666667,-0.00777673905761695,Lactose
37.9463888888889,-0.00798779441260548,Lactose
38.0405555555556,-0.00737915489431206,Lactose
38.1347222222222,-0.0071779324070853,Lactose
38.2288888888889,-0.00739114173036776,Lactose
38.3230555555556,-0.00678334742961645,Lactose
38.4172222222222,-0.0076152840553217,Lactose
38.5116666666667,-0.00762205336602605,Lactose
38.6055555555556,-0.00803542998943264,Lactose
38.6997222222222,-0.00783079120321099,Lactose
38.7938888888889,-0.00804302500403068,Lactose
38.8880555555556,-0.00743051751297895,Lactose
38.9822222222222,-0.00722671843402841,Lactose
39.0766666666667,-0.00640290613124412,Lactose
39.1708333333333,-0.00599729821617435,Lactose
39.265,-0.00600115613588905,Lactose
39.3591666666667,-0.00538446149537843,Lactose
39.4533333333333,-0.00642502757213221,Lactose
39.5475,-0.00684393115496567,Lactose
39.6416666666667,-0.0076810886716577,Lactose
39.7358333333333,-0.00768778405647578,Lactose
39.83,-0.00914938074774497,Lactose
39.9241666666667,-0.00873504262970888,Lactose
40.0183333333333,-0.00874087200802664,Lactose
40.1125,-0.00896039381255959,Lactose
40.2066666666667,-0.00833687841760321,Lactose
40.3008333333333,-0.00813444677999202,Lactose
40.395,-0.00709796565655227,Lactose
40.4891666666667,-0.00647446193384245,Lactose
40.5833333333333,-0.00627296223410308,Lactose
40.6775,-0.00648532506987618,Lactose
40.7716666666667,-0.00712061622518674,Lactose
40.8658333333333,-0.00817065885286628,Lactose
40.96,-0.00733935064725557,Lactose
41.0541666666667,-0.00797558198144384,Lactose
41.1483333333333,-0.00902745755147896,Lactose
41.2425,-0.00819389974487725,Lactose
41.3366666666667,-0.00777598617412188,Lactose
41.4308333333333,-0.00778286171526834,Lactose
41.525,-0.00694745998838432,Lactose
41.6191666666667,-0.00652985124193476,Lactose
41.7133333333333,-0.00547972038478172,Lactose
41.8075,-0.00611588859062386,Lactose
41.9016666666667,-0.0061192604984527,Lactose
41.9961111111111,-0.00654930751911826,Lactose
42.09,-0.00739760000692803,Lactose
42.1844444444444,-0.00867438310871865,Lactose
42.2786111111111,-0.00910403534578072,Lactose
42.3727777777778,-0.00868716506497337,Lactose
42.4669444444444,-0.00868991309751753,Lactose
42.5611111111111,-0.00911976534032201,Lactose
42.655,-0.00870240701962604,Lactose
42.7494444444444,-0.00743283654924973,Lactose
42.8436111111111,-0.00765023648225131,Lactose
42.9377777777778,-0.00808680202223603,Lactose
43.0319444444444,-0.00766194598893023,Lactose
43.1261111111111,-0.00766807696671738,Lactose
43.2208333333333,-0.00809751782775168,Lactose
43.3152777777778,-0.0078873660051252,Lactose
43.4094444444444,-0.00703862722147632,Lactose
43.5036111111111,-0.00662054146533097,Lactose
43.5977777777778,-0.00662587166627439,Lactose
43.6919444444444,-0.00706358441478156,Lactose
43.7861111111111,-0.00664369160146134,Lactose
43.8802777777778,-0.0066470203692591,Lactose
43.9744444444444,-0.00729038935144174,Lactose
44.0686111111111,-0.00729801734233847,Lactose
44.1627777777778,-0.007730433223187,Lactose
44.2569444444444,-0.00859719329576972,Lactose
44.3511111111111,-0.00860389754639547,Lactose
44.4452777777778,-0.00667187929698628,Lactose
44.5394444444444,-0.00645998548998458,Lactose
44.6336111111111,-0.00668341507639178,Lactose
44.7277777777778,-0.00733350976867421,Lactose
44.8219444444444,-0.00733640229952266,Lactose
44.9161111111111,-0.0077756018501876,Lactose
45.0102777777778,-0.00843684417743171,Lactose
45.1044444444444,-0.00822256032448292,Lactose
45.1986111111111,-0.00844557157254762,Lactose
45.2927777777778,-0.00909714180620268,Lactose
45.3869444444444,-0.010185723315909,Lactose
45.4811111111111,-0.00910876166689514,Lactose
45.5752777777778,-0.00824435328549366,Lactose
45.6694444444444,-0.0078101716255488,Lactose
45.7636111111111,-0.00672710452819229,Lactose
45.8580555555556,-0.00608387940028292,Lactose
45.9530555555556,-0.00587072434121556,Lactose
46.0472222222222,-0.00630726266747431,Lactose
46.1413888888889,-0.0060991686223326,Lactose
46.2355555555556,-0.00632235481560829,Lactose
46.3297222222222,-0.00589206174025706,Lactose
46.4238888888889,-0.00502061272114715,Lactose
46.5180555555556,-0.00502129638965936,Lactose
46.6122222222222,-0.00458553009613841,Lactose
46.7066666666667,-0.003713313950528,Lactose
46.8008333333333,-0.00349972799895505,Lactose
46.895,-0.00393901962190669,Lactose
46.9891666666667,-0.00379418065116623,Lactose
47.0833333333333,-0.00321232766006065,Lactose
47.1775,-0.00430300914121762,Lactose
47.2716666666667,-0.00602304270584176,Lactose
47.3658333333333,-0.00894651471976966,Lactose
0,-0.0675702145603423,Lactose
0.0941666666666667,-0.0198977017779707,Lactose
0.188333333333333,0.00163939148329215,Lactose
0.282222222222222,0.120827481460141,Lactose
0.376388888888889,0.252325368187886,Lactose
0.470555555555556,0.312573367511437,Lactose
0.564444444444444,0.559274395939275,Lactose
0.658611111111111,0.460971248999012,Lactose
0.752777777777778,0.570268165404371,Lactose
0.846944444444444,0.676323850989033,Lactose
0.940833333333333,0.804468785563131,Lactose
1.035,0.893618423911848,Lactose
1.12916666666667,0.965491039414509,Lactose
1.22305555555556,0.999557234595619,Lactose
1.31722222222222,1.09122909929307,Lactose
1.41138888888889,1.21854592761281,Lactose
1.50555555555556,1.3143037084874,Lactose
1.59972222222222,1.35363136716991,Lactose
1.69361111111111,1.38409241437238,Lactose
1.78777777777778,1.39271303449895,Lactose
1.88194444444444,1.39008498115877,Lactose
1.97611111111111,1.41441620228612,Lactose
2.07,1.40597361932185,Lactose
2.16416666666667,1.40173692510783,Lactose
2.25833333333333,1.39614022357985,Lactose
2.3525,1.39261130131179,Lactose
2.44666666666667,1.38646265415059,Lactose
2.54055555555556,1.3618356785828,Lactose
2.63472222222222,1.30929441730937,Lactose
2.72888888888889,1.2299033951812,Lactose
2.82305555555556,1.12446711190586,Lactose
2.91694444444444,1.01840412124042,Lactose
3.01111111111111,0.924338016458591,Lactose
3.10527777777778,0.833027125714253,Lactose
3.19944444444444,0.76000678082064,Lactose
3.29333333333333,0.70967529797741,Lactose
3.3875,0.680529201848402,Lactose
3.48166666666667,0.684781203215113,Lactose
3.57555555555556,0.69351493862623,Lactose
3.66972222222222,0.688545912437062,Lactose
3.76416666666667,0.678276940867367,Lactose
3.85805555555556,0.661999161835031,Lactose
3.95222222222222,0.645091082549121,Lactose
4.04638888888889,0.63080420705059,Lactose
4.14027777777778,0.61558450224073,Lactose
4.23444444444444,0.602032815187347,Lactose
4.32861111111111,0.581490853943419,Lactose
4.42277777777778,0.562303876964744,Lactose
4.51694444444444,0.548110801407307,Lactose
4.61083333333333,0.541396450597427,Lactose
4.705,0.529519654798855,Lactose
4.79916666666667,0.517900316246208,Lactose
4.89333333333333,0.502212693884449,Lactose
4.9875,0.485967827083308,Lactose
5.08138888888889,0.465820566650728,Lactose
5.17555555555556,0.440459535073729,Lactose
5.26972222222222,0.409426185609035,Lactose
5.36388888888889,0.376273286249176,Lactose
5.45805555555556,0.340753876346464,Lactose
5.55194444444444,0.305590057777059,Lactose
5.64611111111111,0.271043185768232,Lactose
5.74027777777778,0.235107982919691,Lactose
5.83416666666667,0.19937837841341,Lactose
5.92833333333333,0.164291353608644,Lactose
6.0225,0.132499462484012,Lactose
6.11666666666667,0.105346016419336,Lactose
6.21055555555556,0.0806679621074955,Lactose
6.30472222222222,0.0579177080425908,Lactose
6.39888888888889,0.0408314517158775,Lactose
6.49305555555556,0.0267729646743225,Lactose
6.58722222222222,0.0191602529052599,Lactose
6.68138888888889,0.0160100451764148,Lactose
6.77555555555556,0.0148852827454658,Lactose
6.86972222222222,0.0159388687084989,Lactose
6.96388888888889,0.0162766133997983,Lactose
7.05777777777778,0.0178710146591471,Lactose
7.15194444444445,0.0196477200234439,Lactose
7.24611111111111,0.0214036637755037,Lactose
7.34027777777778,0.0229790961360786,Lactose
7.43444444444444,0.0243738384196,Lactose
7.52861111111111,0.0253888555887789,Lactose
7.6225,0.0258704397022043,Lactose
7.71666666666667,0.0266947236276944,Lactose
7.81083333333333,0.0259284921020621,Lactose
7.905,0.0257100353270853,Lactose
7.99888888888889,0.0240584136999748,Lactose
8.09305555555556,0.0220739497434368,Lactose
8.18722222222222,0.020787302915661,Lactose
8.28138888888889,0.020218535267661,Lactose
8.37527777777778,0.0186028404983382,Lactose
8.46944444444444,0.0169860927700089,Lactose
8.56361111111111,0.0155631691490841,Lactose
8.65777777777778,0.0153562911392217,Lactose
8.75166666666667,0.0155152063088416,Lactose
8.84583333333333,0.0151427763284616,Lactose
8.94,0.0142563470018802,Lactose
9.03416666666667,0.0138909437843744,Lactose
9.12833333333333,0.0129968328976439,Lactose
9.22222222222222,0.0126358023326832,Lactose
9.31638888888889,0.0121085125470341,Lactose
9.41055555555556,0.0114025479750773,Lactose
9.50472222222222,0.010529038529904,Lactose
9.59888888888889,0.00947766938028457,Lactose
9.69305555555556,0.0101545610362228,Lactose
9.78722222222222,0.00894364485656609,Lactose
9.88138888888889,0.00876528047187632,Lactose
9.97555555555556,0.00772724319808308,Lactose
10.0697222222222,0.00686482154150129,Lactose
10.1638888888889,0.00720381528965507,Lactose
10.2580555555556,0.00685690471371499,Lactose
10.3522222222222,0.00582408981367991,Lactose
10.4463888888889,0.00513697151241166,Lactose
10.5405555555556,0.00393588237419238,Lactose
10.6347222222222,0.00325118574125823,Lactose
10.7288888888889,0.00325200340700682,Lactose
10.8230555555556,0.00205314538232861,Lactose
10.9172222222222,0.0015399669224372,Lactose
11.0113888888889,4.5899012396321e-08,Lactose
11.1052777777778,-0.00068440017291523,Lactose
11.1994444444444,-0.000513261112080041,Lactose
11.2936111111111,-0.000342122059618327,Lactose
11.3877777777778,0.000682896625865603,Lactose
11.4819444444444,0.00153682232746914,Lactose
11.5761111111111,0.00221962777112974,Lactose
11.6702777777778,0.00273208219705399,Lactose
11.7644444444444,0.00392589918768675,Lactose
11.8586111111111,0.00477858286395315,Lactose
11.9527777777778,0.0052901332258528,Lactose
12.0469444444444,0.00443443173208772,Lactose
