Strain,Time,AA,CS,spp_short,spp_short_2,Family,Fam_col
Bacteroides fragilis,16,0.012576897,Arabinose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.012324843,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.011382726,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.005859215,Pyruvate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.009548447,Rhamnose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.006374288,Ribose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.010549755,Sorbitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.007709726,Succinate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.011809941,Sucrose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.013608995,Maltose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.012108735,Arabinose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.014674953,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.002187885,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.003108128,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.011976785,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.009292806,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.002313505,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.001872376,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.003613426,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.001991822,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,4,0.00335819,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.008492763,Acetate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.002103261,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.001832217,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.001600248,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.009664528,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.010184188,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.007222512,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.00662556,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,8,0.008202569,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.013923057,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.011640156,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.01569138,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.011456109,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.019957593,Maltose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.0096545,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.026363823,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.012202118,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.013514581,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.013305328,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.009607799,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,20,0.01438002,Maltose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.006794274,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.0072421,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.009596132,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.003329083,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.002824218,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.00433007,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.003670112,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.003815149,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,5,0.002695479,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.011588589,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.009446282,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.019847872,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.011875895,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.011480421,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.010436498,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.030580527,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,34,0.014689863,Acetate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.016109147,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.001643626,Arabinose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.00107479,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,12,0.011138752,Acetate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.009592143,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.011059958,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.001292224,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.00131612,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,3,0.002438754,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.00787104,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,24,0.02769501,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.007528205,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.016294891,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.011883528,Fucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.006624795,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.009946201,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.019954691,Maltose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.013504246,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.007808835,Glycerol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.01181371,Acetate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.005771887,Citrate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.005436847,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.013481338,Glucose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.01111948,Fumarate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,6,0.008735451,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.022522174,Galactitol,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,16,0.011483138,Galactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,7,0.007408261,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.016238048,Acetate,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.012815085,Fructose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides fragilis,48,0.012353349,Lactose,B. fragilis,Bf,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.005109445,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.005017825,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004495283,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.011757454,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.002659483,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.003002874,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.016727695,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.002860472,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004536771,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.013663373,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.012446668,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.003308344,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.012162351,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.004741822,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.006468493,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.003854656,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.009671352,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.004168868,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004555507,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.011228636,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.00397189,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.013702863,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.036278441,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.01370305,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.014603932,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.00571916,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.010978569,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005019313,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.011262798,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.018477858,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004864906,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005834306,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004216378,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.00557919,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.003628064,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004131118,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.003134906,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005023746,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005451231,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.013055604,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.013574719,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.014313218,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.020790237,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.016721674,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.014541417,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005769973,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.010587869,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.013284174,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.003201185,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.003058652,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.004125559,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002605922,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002580829,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002697272,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.009334765,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.004001254,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.004077475,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.004433653,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.003922612,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.004287965,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.009816428,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.022294847,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.005517968,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.006818986,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.01093008,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.016718363,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.019215043,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.022083166,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.007922641,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.017973308,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.020416048,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.040851765,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.014329624,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.014220712,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.007606421,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.003171982,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.020307426,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.015012693,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004850189,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,0.5,0.004266501,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.005498151,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.011822672,Arabinose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.008496527,Citrate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.010286119,Fructose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.011611629,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.012393514,Fumarate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.01221854,Galactitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.003791594,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.003094913,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,4,0.004042333,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.012726671,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.024077339,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.008105233,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.008213252,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.018754774,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.014665043,Fumarate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.023709768,Galactitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.022448015,Galactose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.022028958,Glucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.009458014,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,8,0.009366857,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.016119628,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,20,0.018396762,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.007069477,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.006540379,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.007875597,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.006453761,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005984834,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005205036,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005100691,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005959202,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.006122889,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005431101,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.005822194,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.01688836,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,16,0.018194591,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.010703008,Citrate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.012885035,Fructose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.014707845,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.015476808,Fumarate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.018787952,Galactitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005577185,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.00469759,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.005043075,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.015117619,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.025432933,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.010303696,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.022723046,Fructose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.019003467,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.015761443,Fumarate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.024777652,Galactitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.026475206,Galactose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.021911722,Glucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.014100809,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.012351317,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.020432495,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.018005362,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.036335213,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.013512276,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.015280374,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.014893795,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.021295198,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.0210226,Sorbitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.012262694,Succinate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,24,0.018029812,Sucrose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,1,0.006414724,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,2,0.003909074,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.00731397,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.008014782,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.014818777,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.005468121,Oxaloacetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.006100719,Pyruvate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.008420803,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.006333162,Ribose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,5,0.008724845,Maltose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,10,0.017434717,Arabinose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,6,0.006529978,ddH2O,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.016636065,Mannitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.015849832,Mannose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,12,0.026270422,Melibiose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.004676198,Acetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002425995,Arabinose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002003892,Citrate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.003339249,Fructose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002774942,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002103166,Fumarate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.00203041,Galactitol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.001540102,Galactose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.004147402,Glucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002270005,Glycerol,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002677563,Lactose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.004956685,Acetate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.00978368,Arabinose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.006831706,Citrate,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.007987137,Fructose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,7,0.009370568,Fucose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.00248435,Rhamnose,B. theta,Bt,Bacteroidaceae,tan1
Bacteroides thetaiotaomicron,3,0.002916077,Ribose,B. theta,Bt,Bacteroidaceae,tan1
