"time","Alignment.ID","Metabolite.name","value","rep","species","polarity","met.id","met.id.pol","BHI_val","value.norm","value.norm.mean"
48,3078,"Arginine",1468380160,2,"Chy","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,1.04524551038547,1.06991031522128
48,2092,"Lysine",2600476416,2,"Chy","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,1.0400523272209,1.05476859030778
48,6157,"Glycerophosphocholine",1165118976,2,"Chy","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,0.976666737021404,1.009844970645
48,3078,"Arginine",22122132,0,"Efs","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,0.0160491127837213,0.0150808515712694
48,2092,"Lysine",2444236544,0,"Efs","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,0.968315301399302,1.01733850059196
48,6157,"Glycerophosphocholine",1165332992,0,"Efs","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,0.989342911907442,0.999946995466623
48,3078,"Arginine",21800536,1,"Efs","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,0.0164444648528478,0.0150808515712694
48,2092,"Lysine",2606598144,1,"Efs","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,1.08654510904383,1.01733850059196
48,6157,"Glycerophosphocholine",1136675328,1,"Efs","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,0.996617217308316,0.999946995466623
48,3078,"Arginine",17909998,2,"Efs","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,0.0127489770772391,0.0150808515712694
48,2092,"Lysine",2493219072,2,"Efs","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,0.997155091332742,1.01733850059196
48,6157,"Glycerophosphocholine",1209513728,2,"Efs","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,1.01388085718411,0.999946995466623
48,3078,"Arginine",1339576448,0,"Cha","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,0.971832800580378,1.00292046885086
48,2092,"Lysine",2441981440,0,"Cha","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,0.96742191335353,1.00941640465833
48,6157,"Glycerophosphocholine",1183720320,0,"Cha","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,1.00495336209687,1.03820057332348
48,3078,"Arginine",1405011200,1,"Cha","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,1.05982060699138,1.00292046885086
48,2092,"Lysine",2502772224,1,"Cha","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,1.04326588480757,1.00941640465833
48,6157,"Glycerophosphocholine",1215016192,1,"Cha","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,1.06530512841006,1.03820057332348
48,3078,"Arginine",1372659328,2,"Cha","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,0.977107998980819,1.00292046885086
48,2092,"Lysine",2544241664,2,"Cha","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,1.01756141581388,1.00941640465833
48,6157,"Glycerophosphocholine",1245853952,2,"Cha","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,1.04434322946351,1.03820057332348
48,3078,"Arginine",1658325248,0,"Bf","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,1.20307793739069,1.20546904413011
48,2092,"Lysine",2846806272,0,"Bf","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,1.12779840398995,1.15597545201914
48,6157,"Glycerophosphocholine",1155858944,0,"Bf","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,0.981299646763302,1.00692885852484
48,3078,"Arginine",1656648960,1,"Bf","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,1.24963466935982,1.20546904413011
48,2092,"Lysine",2809829120,1,"Bf","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,1.17126074635344,1.15597545201914
48,6157,"Glycerophosphocholine",1190975360,1,"Bf","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,1.04422654378751,1.00692885852484
48,3078,"Arginine",1634779520,2,"Bf","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,1.16369452563981,1.20546904413011
48,2092,"Lysine",2922556416,2,"Bf","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,1.16886720571403,1.15597545201914
48,6157,"Glycerophosphocholine",1187300352,2,"Bf","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,0.995260385023721,1.00692885852484
48,3078,"Arginine",1561805440,0,"Fp","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,1.1330549719525,1.11945602618349
48,2092,"Lysine",82963280,0,"Fp","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,0.0328669553998267,0.0166928240290335
48,6157,"Glycerophosphocholine",1171458048,0,"Fp","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,0.994542954110174,1.00438643307051
48,3078,"Arginine",1539394176,1,"Fp","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,1.16118766171211,1.11945602618349
48,2092,"Lysine",22776804,1,"Fp","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,0.00949437681555024,0.0166928240290335
48,6157,"Glycerophosphocholine",1201048576,1,"Fp","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,1.0530585649038,1.00438643307051
48,3078,"Arginine",1494903040,2,"Fp","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,1.06412544488587,1.11945602618349
48,2092,"Lysine",19295414,2,"Fp","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,0.00771713987172367,0.0166928240290335
48,6157,"Glycerophosphocholine",1151866496,2,"Fp","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,0.965557780197546,1.00438643307051
48,3078,"Arginine",1380025856,0,"Bu","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,1.00117794285811,1.03056230150342
48,2092,"Lysine",2493369856,0,"Bu","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,0.987780085990144,1.01525705051993
48,6157,"Glycerophosphocholine",1142757120,0,"Bu","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,0.970176476994279,0.959048924324104
48,3078,"Arginine",1375509888,1,"Bu","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,1.03756733357201,1.03056230150342
48,2092,"Lysine",2498595584,1,"Bu","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,1.041524876983,1.01525705051993
48,6157,"Glycerophosphocholine",1134613248,1,"Bu","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,0.994809221321385,0.959048924324104
48,3078,"Arginine",1479191808,2,"Bu","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,1.05294162808013,1.03056230150342
48,2092,"Lysine",2541503232,2,"Bu","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,1.01646618858666,1.01525705051993
48,6157,"Glycerophosphocholine",1088166656,2,"Bu","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,0.912161074656647,0.959048924324104
48,3078,"Arginine",1395180416,0,"Pd","pos","Arginine_3078","Arginine_3078_Hilic-pos",1378402176,1.01217223774016,0.999492700616035
48,2092,"Lysine",2462123008,0,"Pd","pos","Lysine_2092","Lysine_2092_Hilic-pos",2524215552,0.975401250924786,1.00114114235526
48,6157,"Glycerophosphocholine",1200048896,0,"Pd","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1177885824,1.01881597564857,1.00702641597669
48,3078,"Arginine",1356625792,1,"Pd","pos","Arginine_3078","Arginine_3078_Hilic-pos",1325706624,1.02332278229356,0.999492700616035
48,2092,"Lysine",2486593024,1,"Pd","pos","Lysine_2092","Lysine_2092_Hilic-pos",2398978304,1.03652168042428,1.00114114235526
48,6157,"Glycerophosphocholine",1139117696,1,"Pd","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1140533504,0.998758643219341,1.00702641597669
48,3078,"Arginine",1352816384,2,"Pd","pos","Arginine_3078","Arginine_3078_Hilic-pos",1404818432,0.962983081814389,0.999492700616035
48,2092,"Lysine",2479080704,2,"Pd","pos","Lysine_2092","Lysine_2092_Hilic-pos",2500332288,0.991500495716712,1.00114114235526
48,6157,"Glycerophosphocholine",1197135360,2,"Pd","pos","Glycerophosphocholine_6157","Glycerophosphocholine_6157_Hilic-pos",1192954496,1.00350462906214,1.00702641597669
48,2547,"Glucose",565603,0,"Eh","neg","Glucose_2547","Glucose_2547_Hilic-neg",13449086,0.0420551224034762,0.0354036460913977
48,732,"L-Threonine",491737472,0,"Eh","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",386119168,1.27353809776795,1.28075212001646
48,3977,"D-Fructose",584223,0,"Eh","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53420340,0.0109363397736454,0.0102996970527352
48,1022,"L-ASPARTATE",272269920,0,"Eh","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",237162224,1.14803240693158,1.17498415090657
48,2547,"Glucose",96432,1,"Eh","neg","Glucose_2547","Glucose_2547_Hilic-neg",13346900,0.00722504797181009,0.0354036460913977
48,732,"L-Threonine",503148448,1,"Eh","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",398576576,1.26236331243318,1.28075212001646
48,3977,"D-Fructose",542418,1,"Eh","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53151080,0.0102052110661682,0.0102996970527352
48,1022,"L-ASPARTATE",262484240,1,"Eh","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",215068320,1.22046909921243,1.17498415090657
48,2547,"Glucose",787170,2,"Eh","neg","Glucose_2547","Glucose_2547_Hilic-neg",13826793,0.056930767898907,0.0354036460913977
48,732,"L-Threonine",514804096,2,"Eh","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",394076736,1.30635494984826,1.28075212001646
48,3977,"D-Fructose",553751,2,"Eh","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",56751084,0.00975754031839215,0.0102996970527352
48,1022,"L-ASPARTATE",282607840,2,"Eh","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",244375120,1.15645094657569,1.17498415090657
48,2547,"Glucose",717248,0,"Efe","neg","Glucose_2547","Glucose_2547_Hilic-neg",13449086,0.0533306089848329,0.0261217894591977
48,732,"L-Threonine",3520764,0,"Efe","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",386119168,0.00911833517387478,0.00897269816698872
48,3977,"D-Fructose",793810,0,"Efe","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53420340,0.0148596954856578,0.010023558282211
48,1022,"L-ASPARTATE",22379302,0,"Efe","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",237162224,0.0943628438297878,0.0982883626947229
48,2547,"Glucose",170335,1,"Efe","neg","Glucose_2547","Glucose_2547_Hilic-neg",13346900,0.0127621385668478,0.0261217894591977
48,732,"L-Threonine",3605911,1,"Efe","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",398576576,0.0090469716688846,0.00897269816698872
48,3977,"D-Fructose",422323,1,"Efe","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53151080,0.00794570857364124,0.010023558282211
48,1022,"L-ASPARTATE",23244564,1,"Efe","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",215068320,0.108079906384725,0.0982883626947229
48,2547,"Glucose",169691,2,"Efe","neg","Glucose_2547","Glucose_2547_Hilic-neg",13826793,0.0122726208259124,0.0261217894591977
48,732,"L-Threonine",3449270,2,"Efe","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",394076736,0.00875278765820678,0.00897269816698872
48,3977,"D-Fructose",412312,2,"Efe","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",56751084,0.00726527078733385,0.010023558282211
48,1022,"L-ASPARTATE",22585720,2,"Efe","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",244375120,0.0924223378696557,0.0982883626947229
48,2547,"Glucose",654586,0,"Csy","neg","Glucose_2547","Glucose_2547_Hilic-neg",13449086,0.048671407955053,0.0347299294165465
48,732,"L-Threonine",460718400,0,"Csy","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",386119168,1.19320260942549,1.09934902832574
48,3977,"D-Fructose",182386,0,"Csy","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53420340,0.00341416764823721,0.00361302829431118
48,1022,"L-ASPARTATE",322334784,0,"Csy","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",237162224,1.35913206245219,1.40762800666111
48,2547,"Glucose",104107,1,"Csy","neg","Glucose_2547","Glucose_2547_Hilic-neg",13346900,0.00780008782563083,0.0347299294165465
48,732,"L-Threonine",392859296,1,"Csy","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",398576576,0.985655752671086,1.09934902832574
48,3977,"D-Fructose",205888,1,"Csy","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",53151080,0.00387363711379643,0.00361302829431118
48,1022,"L-ASPARTATE",314179712,1,"Csy","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",215068320,1.46083677288763,1.40762800666111
48,2547,"Glucose",659791,2,"Csy","neg","Glucose_2547","Glucose_2547_Hilic-neg",13826793,0.0477182924689556,0.0347299294165465
48,732,"L-Threonine",441046240,2,"Csy","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",394076736,1.11918872288064,1.09934902832574
48,3977,"D-Fructose",201539,2,"Csy","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",56751084,0.00355128012089989,0.00361302829431118
48,1022,"L-ASPARTATE",342837568,2,"Csy","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",244375120,1.40291518464353,1.40762800666111
48,2547,"Glucose",19849066,0,"Bt","neg","Glucose_2547","Glucose_2547_Hilic-neg",13449086,1.47586717224745,1.70071725958337
